hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.6099998902063817e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.0003856999865092803,200
KLBetaSchedulerCallback.on_batch_begin,0.0024124000265146606,1400
KLBetaSchedulerCallback.on_batch_end,0.0035919000729336403,1400
KLBetaSchedulerCallback.on_epoch_end,0.002727600010985043,200
KLBetaSchedulerCallback.on_train_end,1.400003384333104e-06,1
