epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.153559900005348,,1024,32,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
69,69,B,1,0.0542158000025665,,1600,50,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
89,89,B,2,0.0527250000013737,,1600,50,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
109,109,B,3,0.0517925000021932,,1600,50,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
129,129,B,4,0.1068692999979248,,1600,50,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
169,169,B,5,0.0422071999928448,,1600,50,baseline,shapley-20260606T164529Z-9c9e85c6,shapley,baseline
49,49,B,0,0.1673905000061495,,1024,32,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
69,69,B,1,0.0733615000062855,,1600,50,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
89,89,B,2,0.0640644000086467,,1600,50,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
109,109,B,3,0.0656283999996958,,1600,50,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
129,129,B,4,0.0602662000019336,,1600,50,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
169,169,B,5,0.0664741000073263,,1600,50,marginal,shapley-20260606T164557Z-a471dc51,shapley,marginal
49,49,B,0,0.4077754000027198,,1024,32,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
69,69,B,1,0.0930318999890005,,1600,50,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
89,89,B,2,0.2216803999908734,,1600,50,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
109,109,B,3,0.0799108999926829,,1600,50,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
129,129,B,4,0.0768223000050056,,1600,50,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
169,169,B,5,0.0927488000015728,,1600,50,conditional,shapley-20260606T164628Z-6e76856b,shapley,conditional
