run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T164529Z-9c9e85c6,baseline,1,0.12187386615551073,0.3285638093948364,32.0
shapley-20260606T164529Z-9c9e85c6,baseline,2,0.14285121654393146,0.3546464443206787,82.0
shapley-20260606T164529Z-9c9e85c6,baseline,3,0.18382030709472016,0.4846525192260742,118.0
shapley-20260606T164529Z-9c9e85c6,baseline,4,0.257516532932641,0.90276837348938,149.0
shapley-20260606T164529Z-9c9e85c6,baseline,5,0.30168835222139023,0.9959146976470948,163.0
shapley-20260606T164529Z-9c9e85c6,baseline,6,0.3639310824655695,1.5557260513305664,172.24559462070465
shapley-20260606T164557Z-a471dc51,marginal,1,0.13806599186500532,0.3303903341293335,32.0
shapley-20260606T164557Z-a471dc51,marginal,2,0.15775635861791668,0.4595205783843994,79.0
shapley-20260606T164557Z-a471dc51,marginal,3,0.19487386796390635,0.5586724281311035,113.0
shapley-20260606T164557Z-a471dc51,marginal,4,0.23762290406739336,0.5785050392150879,148.0
shapley-20260606T164557Z-a471dc51,marginal,5,0.3032738824258558,0.8800170421600342,170.0
shapley-20260606T164557Z-a471dc51,marginal,6,0.34315981122199446,1.0345261096954346,187.53832745552063
shapley-20260606T164628Z-6e76856b,conditional,1,0.08690621135247052,0.271309494972229,32.0
shapley-20260606T164628Z-6e76856b,conditional,2,0.0916012944981048,0.2347521781921386,80.0
shapley-20260606T164628Z-6e76856b,conditional,3,0.09753308940344137,0.2567369937896728,114.0
shapley-20260606T164628Z-6e76856b,conditional,4,0.10749099185704832,0.2839109897613525,143.0
shapley-20260606T164628Z-6e76856b,conditional,5,0.1133454951086605,0.2927531003952026,165.0
shapley-20260606T164628Z-6e76856b,conditional,6,0.12014790966713913,0.3196005225181579,185.09610247612
