epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.1494075000009616,,1024,32,conditional
69,69,B,1,0.08116820000032021,,1600,50,conditional
89,89,B,2,0.07330530000035651,,1600,50,conditional
109,109,B,3,0.0810154999999213,,1600,50,conditional
129,129,B,4,0.08206190000055358,,1600,50,conditional
169,169,B,5,0.07563830000071903,,1600,50,conditional
