hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.4000001101521775e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.0002875999671232421,200
KLBetaSchedulerCallback.on_batch_begin,0.002310500029125251,1400
KLBetaSchedulerCallback.on_batch_end,0.003341400071803946,1400
KLBetaSchedulerCallback.on_epoch_end,0.002708200023334939,200
KLBetaSchedulerCallback.on_train_end,1.3999997463542968e-06,1
