loss,recon,kl,val_loss,val_recon,val_kl,beta,epoch_duration_sec,elapsed_train_sec,epoch,run_id,training_type,shapley_tactic,lr
1.0113609564013597,1.0113609564013597,0.2049554782669718,1.0299797437407754,1.0299797437407754,0.1936458850448781,0.0,0.4510062000481412,0.4510062000481412,0,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.9981901674735836,0.9973380274888946,0.2109024604646171,1.0151590217243542,1.013346254825592,0.4486587697809392,0.004040404040404,0.2581924999831244,0.7091987000312656,1,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.94115268747981,0.9245023698341556,2.0604762565798875,0.8669414845379916,0.8398370363495566,3.354174635627053,0.008080808080808,0.2422924999846145,0.9514912000158802,2,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.8358782064623949,0.809170218502603,2.2034090437540192,0.8051896853880449,0.7768736535852606,2.336072564125061,0.0121212121212121,0.2510261999559589,1.202517399971839,3,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.8011457890999026,0.7700938553344913,1.921338372114228,0.784384852105921,0.7530091350728815,1.9413722970268943,0.0161616161616161,0.2451826999895274,1.4477000999613665,4,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.78733300581211,0.750208260082617,1.8376747369766235,0.7669942270625721,0.7255428054115989,2.051845442165028,0.0202020202020202,0.2507293000235222,1.6984293999848887,5,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7650415548464147,0.7150467154456348,2.0622872056030648,0.7255938703363592,0.670555364001881,2.2703386653553355,0.0242424242424242,0.2405333000351674,1.938962700020056,6,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7289468209917952,0.667639335481132,2.1676575701411176,0.6930653615431352,0.6299623467705466,2.2311421524394643,0.0282828282828282,0.249239100026898,2.1882018000469543,7,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6986568962655416,0.6339877407725264,2.0007018432384585,0.669437435540286,0.606505193493583,1.9469660412181504,0.0323232323232323,0.2455796000431291,2.4337814000900835,8,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6812129820265421,0.6150921583175659,1.8183227254123224,0.6593410643664274,0.5942525375973094,1.78993436423215,0.0363636363636363,0.2464548000134527,2.680236200103536,9,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6722910767648278,0.6035390510791685,1.7016126498943422,0.6589686870574951,0.5893773653290488,1.7223853306336836,0.0404040404040404,0.2437417000182904,2.9239779001218267,10,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6703464679601716,0.5970482586360559,1.649209612753333,0.6601775830442255,0.5855727954344316,1.6786077239296653,0.0444444444444444,0.245369300013408,3.1693472001352347,11,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6716532111167908,0.593412863045204,1.6137071150105171,0.662531701001254,0.5809720781716433,1.682167107408697,0.0484848484848484,0.2501544000115245,3.4195016001467597,12,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6757090367921968,0.5934548741433678,1.565992715882092,0.6666021347045898,0.5823887369849465,1.6032933863726528,0.0525252525252525,0.2451073000556789,3.6646089002024382,13,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6803404296316752,0.5934371751982991,1.53632529188947,0.6708255356008356,0.5813360160047357,1.5820468122308904,0.0565656565656565,0.2454429999925196,3.910051900194958,14,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.685377778076544,0.5942794593369088,1.50312223085543,0.6742882024158131,0.5777093307538466,1.59355121309107,0.0606060606060606,0.2866094000055454,4.196661300200503,15,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6929319588149466,0.5943127667031637,1.5255155098147508,0.6771034760908647,0.5766431635076349,1.5539955225857822,0.0646464646464646,0.2539933999651111,4.450654700165615,16,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6932562778635722,0.593192441434395,1.4568118874619649,0.6744715083729137,0.5729180005463687,1.478499488397078,0.0686868686868686,0.248620500031393,4.699275200197008,17,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.6989838902543231,0.5935246188466142,1.4500650603596756,0.6788415041836825,0.5721345841884613,1.4672200679779053,0.0727272727272727,0.2719367000390775,4.971211900236085,18,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7005692589573744,0.5914331173024526,1.4216419051333171,0.6811869740486145,0.5688809102231805,1.462934223088351,0.0767676767676767,0.2457224000245332,5.216934300260618,19,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7057237944951872,0.5923452362781618,1.4030596512119944,0.6823563900860873,0.5673441995273937,1.423275817524303,0.0808080808080808,0.2948151999735273,5.511749500234146,20,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7059248060714908,0.5903791065623121,1.361788537444138,0.6817259680141102,0.5650445331226696,1.3751740889115769,0.0848484848484848,0.2587832999997772,5.770532800233923,21,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7134874230477868,0.5918065891033266,1.3689094084065134,0.682748019695282,0.5600399510426954,1.380465735088695,0.0888888888888888,0.2437443000380881,6.014277100272011,22,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7145457820194524,0.5882052466636751,1.3595339786715623,0.6805024472149935,0.5534669865261425,1.367012013088573,0.0929292929292929,0.2474845999968238,6.261761700268835,23,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7137380649403828,0.5851686916700224,1.3258717031013676,0.6781287410042502,0.5481386591087688,1.340522744438865,0.0969696969696969,0.2473890000255778,6.509150700294413,24,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7144841551780701,0.5800816961904851,1.3305843777772857,0.6780486594546925,0.5369672179222107,1.3967063426971436,0.101010101010101,0.2516798000433482,6.760830500337761,25,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7178090258342463,0.5753386783890608,1.3562081499797545,0.6774614615873857,0.5326450575481761,1.3785407976670698,0.105050505050505,0.2426153999986127,7.003445900336374,26,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.717920267000431,0.5732930338964229,1.3257496153436057,0.6726041382009332,0.5275080745870416,1.3300472931428389,0.109090909090909,0.2410051000188104,7.244451000355184,27,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7222727391777969,0.5728308565732909,1.3209594546294794,0.6757068200544878,0.5281338095664978,1.3044400215148926,0.1131313131313131,0.2437814999721013,7.488232500327285,28,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7239773346156608,0.5681095762950618,1.3302506760853092,0.6822976740923795,0.5262673226269808,1.3316383361816406,0.1171717171717171,0.2480532000190578,7.736285700346343,29,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7260001926887326,0.567854617427035,1.3047009764648063,0.6855361028151079,0.518732713027434,1.3761280883442273,0.1212121212121212,0.2473841000464745,7.983669800392818,30,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7298002461107765,0.5671987460880745,1.2981893609209758,0.6808040087873285,0.5158722536130385,1.316793842749162,0.1252525252525252,0.2485366000328213,8.232206400425639,31,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7321262577684914,0.5673516792495076,1.274428367614746,0.685602301901037,0.5173459161411632,1.3013578978451816,0.1292929292929293,0.2431258000433445,8.475332200468984,32,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7357931994810337,0.5686069050940071,1.2538971377582084,0.6979988379911943,0.5182148489085111,1.3483798720619895,0.1333333333333333,0.2641821000142954,8.739514300483279,33,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7436276325365392,0.5687275419874889,1.2731698257167166,0.6965930299325422,0.516545138575814,1.310642816803672,0.1373737373737373,0.2406670000054873,8.980181300488766,34,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7445950290051903,0.5689208572957574,1.2422674051145228,0.6975066878578879,0.5171872702511874,1.2751159234480425,0.1414141414141414,0.2478108999785035,9.22799220046727,35,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7489718387766582,0.5713019974348021,1.2214802038378831,0.6999376578764482,0.5222954750061035,1.221290024844083,0.1454545454545454,0.2428538999520242,9.470846100419294,36,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7546611166581875,0.5735398516422365,1.2115544691318418,0.7048240520737388,0.5193766707723791,1.2404926906932483,0.1494949494949495,0.2609654000261798,9.731811500445474,37,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7587229478649977,0.5731168636461583,1.208881753246959,0.7037120190533724,0.5165166611021216,1.2192329493435947,0.1535353535353535,0.2534081999910995,9.985219700436572,38,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7633238594706465,0.5758975933237773,1.1894359443245863,0.7103299606930126,0.5157764824953947,1.2346663041548296,0.1575757575757576,0.2632549999980256,10.2484747004346,39,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.770688715504437,0.5770870796064052,1.1979100965872045,0.7133498246019537,0.5154803070155057,1.2243176915428855,0.1616161616161616,0.2559598000370897,10.504434500471689,40,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7754473613529671,0.5828609110378637,1.162564498622243,0.7183413722298362,0.5177861614660784,1.210668607191606,0.1656565656565656,0.25365560001228,10.758090100483969,41,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7734660826078276,0.5761147068768013,1.1629634746691075,0.7168543122031472,0.521396897055886,1.1518026156858965,0.1696969696969697,0.2519170999876223,11.010007200471591,42,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7820989954762343,0.5838531677315875,1.141066065648707,0.7224818359721791,0.5186434063044462,1.173256061293862,0.1737373737373737,0.2503528000088408,11.260360000480432,43,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
0.7837376434628557,0.5840823243303996,1.1230611365015917,0.7195244431495667,0.5170686705545946,1.138813690705733,0.1777777777777777,0.2476325000170618,11.507992500497494,44,beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,
