run_id,training_type,shapley_tactic,started_at,ended_at,duration_sec,epochs,final_loss,final_recon,final_kl,final_val_loss,final_val_recon,final_val_kl
beta040-h1624168-l5-e100-warm100-20260407T073433Z-7507eaca,beta040-h1624168-l5-e100-warm100,none,2026-04-07T07:34:07.819597+00:00,2026-04-07T07:34:33.038702+00:00,25.217418699990958,100,0.9450247055146752,0.7357655065815624,0.5231480009672118,0.8262052427638661,0.6099965030496771,0.5405218167738481
beta040-h1624168-l6-e100-warm100-20260407T073514Z-ef6ff430,beta040-h1624168-l6-e100-warm100,none,2026-04-07T07:34:47.855323+00:00,2026-04-07T07:35:14.210822+00:00,26.3541195000289,100,0.95777754958083,0.7567342636061878,0.5026081989451152,0.8463294993747364,0.6368356509642168,0.5237346291542053
beta040-h1624168-l5-e100-warm100-cosine-20260407T074152Z-41cc371c,beta040-h1624168-l5-e100-warm100-cosine,none,2026-04-07T07:41:27.156354+00:00,2026-04-07T07:41:52.194598+00:00,25.037441699998453,100,0.9639493256080441,0.7019714349653663,0.6549447048001173,0.8448225639083169,0.5818176675926555,0.6575122313065962
beta040-h1624168-l6-e100-warm100-cosine-20260407T074303Z-d75e1618,beta040-h1624168-l6-e100-warm100-cosine,none,2026-04-07T07:42:36.741144+00:00,2026-04-07T07:43:03.119885+00:00,26.37745889998041,100,0.9859637894281527,0.700867779371215,0.7127399822560753,0.8638589707287875,0.5740881995721296,0.7244269143451344
