hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.5300000086426735e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.0003769999930227641,200
KLBetaSchedulerCallback.on_batch_begin,0.0023375999608106213,1400
KLBetaSchedulerCallback.on_batch_end,0.0030491000306938076,1400
KLBetaSchedulerCallback.on_epoch_end,0.002711499997531064,200
KLBetaSchedulerCallback.on_train_end,1.7000002117129043e-06,1
