epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1253405999996175,,1024,32,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
69,69,B,1,0.0474170000015874,,1600,50,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
89,89,B,2,0.0413822000009531,,1600,50,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
109,109,B,3,0.0468528000019432,,1600,50,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
129,129,B,4,0.0486842999998771,,1600,50,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
169,169,B,5,0.0440837999994982,,1600,50,baseline,shapley-20260606T031431Z-665a6646,shapley,baseline
49,49,B,0,0.1270317000016803,,1024,32,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
69,69,B,1,0.0529355999969993,,1600,50,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
89,89,B,2,0.0523146999985328,,1600,50,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
109,109,B,3,0.0485939999998663,,1600,50,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
129,129,B,4,0.0485377000004518,,1600,50,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
169,169,B,5,0.0491537999987485,,1600,50,marginal,shapley-20260606T031455Z-3053cd24,shapley,marginal
49,49,B,0,0.1478267999991658,,1024,32,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
69,69,B,1,0.0809038000006694,,1600,50,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
89,89,B,2,0.0747842000018863,,1600,50,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
109,109,B,3,0.0831311000001733,,1600,50,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
129,129,B,4,0.0939588000001094,,1600,50,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
169,169,B,5,0.0730801000026986,,1600,50,conditional,shapley-20260606T031519Z-dad98d20,shapley,conditional
