hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.4199998986441642e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.00028960000054212287,200
KLBetaSchedulerCallback.on_batch_begin,0.0024153999984264374,1400
KLBetaSchedulerCallback.on_batch_end,0.0032395999696746003,1400
KLBetaSchedulerCallback.on_epoch_end,0.0026933999834000133,200
KLBetaSchedulerCallback.on_train_end,1.6000012692529708e-06,1
