run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T014643Z-fcc395e5,baseline,1,0.13477560324827204,0.3725899457931518,32.0
shapley-20260606T014643Z-fcc395e5,baseline,2,0.1269483931246213,0.3720906972885132,81.0
shapley-20260606T014643Z-fcc395e5,baseline,3,0.16937148279976097,0.529881477355957,121.0
shapley-20260606T014643Z-fcc395e5,baseline,4,0.23255324643105266,0.7597928047180176,143.0
shapley-20260606T014643Z-fcc395e5,baseline,5,0.2526126299926545,0.9251408576965332,158.0
shapley-20260606T014643Z-fcc395e5,baseline,6,0.29914014029782265,1.18473219871521,169.96218466758728
shapley-20260606T014708Z-200e1006,marginal,1,0.20058652479201552,0.6555464267730713,32.0
shapley-20260606T014708Z-200e1006,marginal,2,0.20627268892712888,0.5570491552352905,79.0
shapley-20260606T014708Z-200e1006,marginal,3,0.24527846626006064,0.6395909786224365,117.0
shapley-20260606T014708Z-200e1006,marginal,4,0.28571790852583945,0.6799564361572266,149.0
shapley-20260606T014708Z-200e1006,marginal,5,0.3545162000227719,0.936842918395996,163.0
shapley-20260606T014708Z-200e1006,marginal,6,0.4119651491055265,1.1210100650787354,177.3073365688324
shapley-20260606T014732Z-994ebdac,conditional,1,0.10642859310064519,0.314267635345459,32.0
shapley-20260606T014732Z-994ebdac,conditional,2,0.10454553186173139,0.2899869084358215,82.0
shapley-20260606T014732Z-994ebdac,conditional,3,0.1013813832414598,0.2777351140975952,123.0
shapley-20260606T014732Z-994ebdac,conditional,4,0.10682537175489411,0.29904305934906,144.0
shapley-20260606T014732Z-994ebdac,conditional,5,0.11095485331497909,0.3180578947067261,167.0
shapley-20260606T014732Z-994ebdac,conditional,6,0.12056512804338122,0.3179341554641723,185.84840083122253
