epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.13327449999997043,,1024,32,baseline
69,69,B,1,0.05363439999928232,,1600,50,baseline
89,89,B,2,0.047118099999352125,,1600,50,baseline
109,109,B,3,0.04924140000002808,,1600,50,baseline
129,129,B,4,0.04284190000180388,,1600,50,baseline
169,169,B,5,0.04172670000116341,,1600,50,baseline
