loss,recon,recon_base,pix_recon,aux_recon_base,kl,val_loss,val_recon,val_recon_base,val_pix_recon,val_aux_recon_base,val_kl,beta,aux_loss_weight,lr,logical_epoch,epoch_duration_sec,elapsed_train_sec,kl_target,kl_target_final,next_beta,kl_controller_advanced,epoch,run_id,training_type,shapley_tactic,phase,advance_epoch_controls,dynamic_aux_step,cycle,sampling_phase
1.7581263610294886,1.7581263610294886,1.7581263439995902,0.9814477477754864,0.970848262310028,3.145119833094733,1.5453325510025024,1.5453325510025024,1.5453325510025024,0.8703979551792145,0.8436682224273682,20.317376136779785,0.0,0.8,0.001,0,0.2843300999993516,0.2843300999993516,50.0,5.0,0.0,True,0,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
1.3700343540736608,1.3700343540736608,1.3700343540736608,0.764677141393934,0.7566965137209211,34.71140807015555,1.1897282004356384,1.1897282004356384,1.1897282004356384,0.6595081686973572,0.6627750098705292,46.121633529663086,0.0,0.8,0.001,1,0.0602980999974533,0.344628199996805,50.0,5.0,0.0,True,1,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
1.114548989704677,1.114548989704677,1.114548989704677,0.613174957888467,0.6267175418989999,50.676958901541575,1.0113467872142792,1.0113467872142792,1.0113467872142792,0.5565621554851532,0.5684807896614075,54.9815731048584,0.0,0.8,0.001,2,0.0644686999985424,0.4090968999953475,50.0,5.0,0.0,True,2,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.9686652677399772,0.9686652677399772,0.9686652677399772,0.5315554482596261,0.5463872722217015,57.162992749895366,0.9053531289100648,0.9053531289100648,0.9053531289100648,0.4951363801956177,0.51277095079422,58.15236473083496,0.0,0.8,0.001,3,0.0607338000008894,0.4698306999962369,50.0,5.0,0.0,True,3,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.8687830567359924,0.8687830567359924,0.8687830482210431,0.4716284275054931,0.4964432758944375,60.03659875052316,0.8343072235584259,0.8343072235584259,0.8343072533607483,0.4539443552494049,0.4754536151885986,61.03827095031738,0.0,0.8,0.001,4,0.0640638999975635,0.5338945999938005,50.0,5.0,0.0,True,4,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.7981148873056684,0.7981148873056684,0.7981148617608207,0.4324744769505092,0.4570504810128893,64.71175493512835,0.7833155989646912,0.7833155989646912,0.7833155989646912,0.4237656444311142,0.4494374543428421,66.09283447265625,0.0,0.8,0.001,5,0.0609646000011707,0.5948591999949713,50.0,5.0,0.0,True,5,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.7477816258158002,0.7477816258158002,0.747781617300851,0.4008479246071407,0.4336671275751931,68.25004141671317,0.7428452670574188,0.7428452670574188,0.7428452670574188,0.399906188249588,0.4286738485097885,68.33520126342773,0.0,0.8,0.001,6,0.0652938999992329,0.6601530999942042,50.0,5.0,0.0,True,6,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.7080780267715454,0.7080780267715454,0.7080780267715454,0.377516610281808,0.4132017748696463,70.41825212751117,0.7074727416038513,0.7074727416038513,0.7074727416038513,0.3780957758426666,0.4117212146520614,70.77630996704102,0.0,0.8,0.001,7,0.0592284999984258,0.7193815999926301,50.0,5.0,0.0,True,7,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6725425464766366,0.6725425464766366,0.6725425379616874,0.3567073728357042,0.3947939489568983,73.30758775983539,0.6803629100322723,0.6803629100322723,0.68036288022995,0.3615302592515945,0.3985407948493957,74.2749137878418,0.0,0.8,0.001,8,0.059634700002789,0.7790162999954191,50.0,5.0,0.0,True,8,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6479515433311462,0.6479515433311462,0.6479515518460955,0.3403644136020115,0.3844839079039437,76.5618406023298,0.6617336273193359,0.6617336273193359,0.6617336273193359,0.349733367562294,0.3900003433227539,77.27481460571289,0.0,0.8,0.001,9,0.0623379999997268,0.841354299995146,50.0,5.0,0.0,True,9,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6230390242167881,0.6230390242167881,0.623039015701839,0.3269251755305699,0.3701423066002982,79.33733803885323,0.6426547169685364,0.6426547169685364,0.6426547169685364,0.3383497148752212,0.380381241440773,80.17950057983398,0.0,0.8,0.001,10,0.0635490999993635,0.9049033999945096,50.0,5.0,0.001,True,10,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6762534635407584,0.6066571814673287,0.6066571814673287,0.3167706217084612,0.3623581954411098,69.59626879010882,0.6779316663742065,0.6283037662506104,0.6283037662506104,0.3297386318445205,0.3732064515352249,49.62790107727051,0.001,0.8,0.001,11,0.0607552000001305,0.96565859999464,46.1864406779661,5.0,0.002,True,11,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6794203690120152,0.6065350430352348,0.6065350430352348,0.3167156619685037,0.3622742167540959,36.44266019548689,0.6756688952445984,0.6231452226638794,0.6231452226638794,0.3252531737089157,0.3723650127649307,26.26183795928955,0.002,0.8,0.001,12,0.0618421999970451,1.0275007999916852,42.91338582677166,5.0,0.001,True,12,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6270150968006679,0.5959802951131549,0.5959803036281041,0.3105575655187879,0.3567784087998526,31.034787314278734,0.6494017243385315,0.6129204630851746,0.6129204332828522,0.319242462515831,0.3670974373817444,36.48127365112305,0.001,0.8,0.001,13,0.0631719000011798,1.090672699992865,40.0735294117647,5.0,0.0,True,13,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5719231622559684,0.5719231622559684,0.5719231792858669,0.2953965791634151,0.3456582427024841,42.9272450038365,0.6017091274261475,0.6017091274261475,0.6017091274261475,0.3130571097135544,0.3608150035142898,48.41313362121582,0.0,0.8,0.001,14,0.0612897999999404,1.1519624999928055,37.58620689655172,5.0,0.001,True,14,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6097676243100848,0.5613039221082415,0.5613039221082415,0.2894974052906036,0.3397581321852548,48.46370642525809,0.6373893022537231,0.5935395359992981,0.5935395359992981,0.3077765703201294,0.3572036772966385,43.8497428894043,0.001,0.8,0.001,15,0.060042599998269,1.2120050999910743,35.3896103896104,5.0,0.002,True,15,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6309356434004647,0.5571733968598502,0.5571733883449009,0.2868806081158774,0.3378659784793854,36.881117412022185,0.6459159851074219,0.5912622809410095,0.5912622809410095,0.3069068342447281,0.3554442971944809,27.32684898376465,0.002,0.8,0.001,16,0.0639000999981362,1.2759051999892108,33.435582822085884,5.0,0.001,True,16,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5853467157908848,0.558673449925014,0.5586734584399632,0.2869283173765455,0.3396814124924796,26.67326627458845,0.6122636795043945,0.5844908952713013,0.5844908654689789,0.3019493073225021,0.3531769663095474,27.77276992797852,0.001,0.8,0.001,17,0.0640014999989944,1.3399066999882052,31.68604651162791,5.0,0.0,True,17,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5411601151738848,0.5411601151738848,0.541160123688834,0.2782218583992549,0.3286728220326559,33.27652222769601,0.5827601253986359,0.5827601253986359,0.5827601253986359,0.3011449128389358,0.3520190268754959,39.50115776062012,0.0,0.8,0.001,18,0.0612198999988322,1.4011265999870377,30.11049723756906,5.0,0.001,True,18,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5704616563660758,0.5289644173213414,0.5289644173213414,0.2703259885311126,0.3232980327946799,41.49724306379046,0.6130357086658478,0.5733948051929474,0.5733948051929474,0.2954674363136291,0.347409188747406,39.64090919494629,0.001,0.8,0.001,19,0.0616301000009116,1.462756699987949,28.684210526315788,5.0,0.002,True,19,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5986862012318203,0.5278120977537972,0.5278120977537972,0.2701617223875863,0.3220629564353398,35.437045506068635,0.6269049942493439,0.5732958912849426,0.5732958912849426,0.2956814765930176,0.3470180034637451,26.80456256866455,0.002,0.8,0.001,20,0.0602328999993915,1.5229895999873406,27.38693467336684,5.0,0.001,True,20,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5583911708423069,0.5313338041305542,0.5313338041305542,0.2719578615256718,0.3242199293204716,27.05735887799944,0.593129426240921,0.5660692453384399,0.5660692453384399,0.2911794334650039,0.3436122685670852,27.06016540527344,0.001,0.8,0.001,21,0.0614045000002079,1.5843940999875483,26.20192307692308,5.0,0.002,True,21,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5765944974763053,0.5193063787051609,0.5193063787051609,0.2661248445510864,0.3164769113063812,28.64405768258231,0.620866984128952,0.5645801424980164,0.5645801424980164,0.2903346866369247,0.3428068161010742,28.14341640472412,0.002,0.8,0.001,22,0.0637601000016729,1.6481541999892215,25.11520737327189,5.0,0.003,True,22,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5954105939183917,0.515781547342028,0.5157815388270787,0.26412233710289,0.3145740032196045,26.54301289149693,0.6321767270565033,0.5617743730545044,0.5617744028568268,0.2888145446777344,0.3411997854709625,23.467446327209476,0.003,0.8,0.001,23,0.0609404000024369,1.7090945999916585,24.11504424778761,5.0,0.002,True,23,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5670118161610195,0.5181996822357178,0.5181996907506671,0.2641375533172062,0.3175776728561946,24.406068801879883,0.6101316809654236,0.559734582901001,0.559734582901001,0.2877859026193619,0.339935839176178,25.19855499267578,0.002,0.8,0.001,24,0.0593617000013182,1.7684562999929767,23.191489361702125,5.0,0.003,True,24,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.5845787950924465,0.5079317603792463,0.5079317688941956,0.2589897853987558,0.3111774708543505,25.549010140555247,0.6287084817886353,0.5573703050613403,0.5573703050613403,0.2864748835563659,0.3386192619800567,23.779396057128903,0.003,0.8,0.001,25,0.0601430000024265,1.8285992999954035,22.33606557377049,5.0,0.004,True,25,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
0.6044835533414569,0.5155165706362043,0.5155165706362043,0.2632410994597843,0.315344329391207,22.24174445016044,0.6357479989528656,0.5567753314971924,0.5567753314971924,0.2861935645341873,0.3382271826267242,19.74316501617432,0.004,0.8,0.001,26,0.0595886999981303,1.8881879999935336,21.541501976284582,5.0,0.003,True,26,baseline-20260606T032243Z-9b751fcb,baseline,none,,,,,
