epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy,run_id,training_type,shapley_tactic
49,0,1,fou,76,0.0751407593488693,0.0538839660584926,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
49,0,1,fac,216,0.8601627945899963,0.6168287396430969,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
49,0,1,kar,64,0.2408706098794937,0.1727299988269806,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
49,0,1,zer,47,0.145423412322998,0.1042841449379921,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
49,0,1,mor,6,0.0728944465517997,0.052273117005825,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
69,1,2,fou,76,0.0816146209836006,0.0576163455843925,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
69,1,2,fac,216,0.8889955878257751,0.6275919079780579,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
69,1,2,kar,64,0.2184140980243683,0.1541907787322998,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
69,1,2,zer,47,0.1653565615415573,0.1167344823479652,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
69,1,2,mor,6,0.0621378012001514,0.0438665635883808,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
89,2,3,fou,76,0.1131013110280036,0.0721779912710189,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
89,2,3,fac,216,0.9722256064414978,0.6204463243484497,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
89,2,3,kar,64,0.2276274263858795,0.1452652513980865,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
89,2,3,zer,47,0.1837080419063568,0.1172371655702591,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
89,2,3,mor,6,0.0703154355287551,0.0448732785880565,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
109,3,4,fou,76,0.13824562728405,0.0785234868526458,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
109,3,4,fac,216,1.0722377300262451,0.6090307831764221,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
109,3,4,kar,64,0.2484892159700393,0.1411418169736862,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
109,3,4,zer,47,0.2113520503044128,0.1200479194521904,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
109,3,4,mor,6,0.0902395024895668,0.0512560158967971,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
129,4,5,fou,76,0.136525273323059,0.0773039534687995,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
129,4,5,fac,216,1.106248140335083,0.6263847947120667,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
129,4,5,kar,64,0.2297278046607971,0.1300775110721588,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
129,4,5,zer,47,0.2115397304296493,0.1197789758443832,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
129,4,5,mor,6,0.0820429995656013,0.0464547574520111,positive_share,shapley-20260606T031645Z-5f5344d1,shapley,baseline
