epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1321653999984846,,1024,32,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
69,69,B,1,0.0598003999984939,,1600,50,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
89,89,B,2,0.0453987999972014,,1600,50,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
109,109,B,3,0.0406786999992618,,1600,50,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
129,129,B,4,0.0444701999986136,,1600,50,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
169,169,B,5,0.0539645000026212,,1600,50,baseline,shapley-20260606T024743Z-6e742d25,shapley,baseline
49,49,B,0,0.1373843000001215,,1024,32,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
69,69,B,1,0.0632184000023698,,1600,50,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
89,89,B,2,0.0455178999982308,,1600,50,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
109,109,B,3,0.0486043999990215,,1600,50,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
129,129,B,4,0.0464294000012159,,1600,50,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
169,169,B,5,0.0500379000004613,,1600,50,marginal,shapley-20260606T024807Z-7a0d37e1,shapley,marginal
49,49,B,0,0.1505236999983026,,1024,32,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
69,69,B,1,0.0802474999982223,,1600,50,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
89,89,B,2,0.0728546000027563,,1600,50,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
109,109,B,3,0.0751875999994808,,1600,50,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
129,129,B,4,0.0759409999991476,,1600,50,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
169,169,B,5,0.0767078999997465,,1600,50,conditional,shapley-20260606T024831Z-1670e62a,shapley,conditional
