run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T020238Z-ea403380,baseline,1,0.125678967568092,0.3787521123886108,32.0
shapley-20260606T020238Z-ea403380,baseline,2,0.13613255818199826,0.3787521123886108,77.0
shapley-20260606T020238Z-ea403380,baseline,3,0.17715117744228334,0.6233587265014648,114.0
shapley-20260606T020238Z-ea403380,baseline,4,0.24952706274052613,0.932443141937256,149.0
shapley-20260606T020238Z-ea403380,baseline,5,0.32362264160474297,1.3034441471099854,169.0
shapley-20260606T020238Z-ea403380,baseline,6,0.37622017337707797,1.5395803451538086,186.3019688129425
shapley-20260606T020301Z-72da97a9,marginal,1,0.13218523483374153,0.3732969760894775,32.0
shapley-20260606T020301Z-72da97a9,marginal,2,0.15686196560272944,0.4228360652923584,78.0
shapley-20260606T020301Z-72da97a9,marginal,3,0.19260422902880234,0.4946844577789306,119.0
shapley-20260606T020301Z-72da97a9,marginal,4,0.252256981912069,0.8044219017028809,152.0
shapley-20260606T020301Z-72da97a9,marginal,5,0.3040881798951886,0.8161182403564453,174.0
shapley-20260606T020301Z-72da97a9,marginal,6,0.37720600154716516,1.039497137069702,184.16642570495605
shapley-20260606T020324Z-fb01724d,conditional,1,0.10114477695242381,0.2976344227790832,32.0
shapley-20260606T020324Z-fb01724d,conditional,2,0.10523818207911968,0.2976344227790832,81.0
shapley-20260606T020324Z-fb01724d,conditional,3,0.10568691742264487,0.2833325862884521,112.0
shapley-20260606T020324Z-fb01724d,conditional,4,0.11943010565482833,0.3342463374137878,143.0
shapley-20260606T020324Z-fb01724d,conditional,5,0.12552182741819704,0.353787362575531,164.0
shapley-20260606T020324Z-fb01724d,conditional,6,0.13004291290599207,0.4101905226707458,179.01443600654602
