epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1241246000008686,,1024,32,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
69,69,B,1,0.0549500999986776,,1600,50,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
89,89,B,2,0.0432631999992736,,1600,50,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
109,109,B,3,0.0456242000000202,,1600,50,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
129,129,B,4,0.0427760999991733,,1600,50,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
169,169,B,5,0.041426899999351,,1600,50,baseline,shapley-20260606T020238Z-ea403380,shapley,baseline
49,49,B,0,0.1298822000007931,,1024,32,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
69,69,B,1,0.0550466000004234,,1600,50,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
89,89,B,2,0.045952300000863,,1600,50,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
109,109,B,3,0.0455299999994167,,1600,50,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
129,129,B,4,0.0434529999984079,,1600,50,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
169,169,B,5,0.0444602000006852,,1600,50,marginal,shapley-20260606T020301Z-72da97a9,shapley,marginal
49,49,B,0,0.144986000001154,,1024,32,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
69,69,B,1,0.0799891999995452,,1600,50,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
89,89,B,2,0.0725947999999334,,1600,50,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
109,109,B,3,0.0753302999983134,,1600,50,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
129,129,B,4,0.0752644000003783,,1600,50,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
169,169,B,5,0.0752487999998265,,1600,50,conditional,shapley-20260606T020324Z-fb01724d,shapley,conditional
