epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.14594790000046487,,1024,32,conditional
69,69,B,1,0.08614780000061728,,1600,50,conditional
89,89,B,2,0.08062340000105905,,1600,50,conditional
109,109,B,3,0.07812910000211559,,1600,50,conditional
129,129,B,4,0.0810256999975536,,1600,50,conditional
169,169,B,5,0.08068360000106622,,1600,50,conditional
