run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T025340Z-d9fc3e0d,baseline,none,0.29595274329185484,True,23,1.7061554999963846,0.2818597555160522
pix_only-20260606T025403Z-bf10f687,pix_only,none,0.29595274329185484,True,18,1.3712574999990466,0.2679255306720733
shapley-20260606T025427Z-b950a761,shapley,baseline,0.29595274329185484,True,20,1.49010850000559,0.2778546512126922
shapley-20260606T025451Z-69fb4d61,shapley,marginal,0.29595274329185484,True,21,1.579248699996242,0.2781899273395538
shapley-20260606T025516Z-1dd5465a,shapley,conditional,0.29595274329185484,True,25,1.879108000011911,0.2775822579860687
