epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1267963999998755,,1024,32,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
69,69,B,1,0.0488727999982074,,1600,50,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
89,89,B,2,0.0427884000018821,,1600,50,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
109,109,B,3,0.0486275999974168,,1600,50,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
129,129,B,4,0.0502626999987114,,1600,50,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
169,169,B,5,0.0447772000006807,,1600,50,baseline,shapley-20260606T025427Z-b950a761,shapley,baseline
49,49,B,0,0.1367318999982671,,1024,32,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
69,69,B,1,0.0488689999983762,,1600,50,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
89,89,B,2,0.0470514999979059,,1600,50,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
109,109,B,3,0.0587978999974438,,1600,50,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
129,129,B,4,0.048098299997946,,1600,50,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
169,169,B,5,0.0460958000003302,,1600,50,marginal,shapley-20260606T025451Z-69fb4d61,shapley,marginal
49,49,B,0,0.1491858000008505,,1024,32,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
69,69,B,1,0.0787114000013389,,1600,50,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
89,89,B,2,0.0801922999999078,,1600,50,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
109,109,B,3,0.0824681999984022,,1600,50,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
129,129,B,4,0.0824974999995902,,1600,50,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
169,169,B,5,0.0760370999996666,,1600,50,conditional,shapley-20260606T025516Z-1dd5465a,shapley,conditional
