node_id,mask,coalition_size,c_value,mean,second_moment,variance,effective_count,effective_count_pre,blend_weight,probability,n_new,global_progress,epoch,cycle,sampling_phase
0,00000,0,1.0,-1.4694418907165527,2.364527702331543,0.20526814460754395,32.0,0.0,1.0,0.13601557910442352,32,0.0,49,0,1
1,10000,1,0.4000000059604645,-1.4296362400054932,2.2984585762023926,0.25459885597229004,32.0,0.0,1.0,0.061146628111600876,32,0.0,49,0,1
2,01000,1,0.4000000059604645,-0.70736163854599,0.5973008871078491,0.09694039821624756,32.0,0.0,1.0,0.038113802671432495,32,0.0,49,0,1
3,11000,2,0.20000000298023224,-0.6233623027801514,0.47862952947616577,0.09004896879196167,32.0,0.0,1.0,0.01888514682650566,32,0.0,49,0,1
4,00100,1,0.4000000059604645,-1.3026072978973389,2.0240542888641357,0.32726848125457764,32.0,0.0,1.0,0.06919227540493011,32,0.0,49,0,1
5,10100,2,0.20000000298023224,-1.4363828897476196,2.5790023803710938,0.5158066749572754,32.0,0.0,1.0,0.04380520433187485,32,0.0,49,0,1
6,01100,2,0.20000000298023224,-0.4712345600128174,0.3295977711677551,0.10753576457500458,32.0,0.0,1.0,0.02054472453892231,32,0.0,49,0,1
7,11100,3,0.20000000298023224,-0.2943667769432068,0.13995680212974548,0.0533050000667572,32.0,0.0,1.0,0.014760591089725494,32,0.0,49,0,1
8,00010,1,0.4000000059604645,-1.2873404026031494,1.8517168760299683,0.1944715976715088,32.0,0.0,1.0,0.05356675758957863,32,0.0,49,0,1
9,10010,2,0.20000000298023224,-1.2549760341644287,1.78471040725708,0.20974552631378174,32.0,0.0,1.0,0.028296029195189476,32,0.0,49,0,1
10,01010,2,0.20000000298023224,-0.5027717351913452,0.29529857635498047,0.04251915216445923,32.0,0.0,1.0,0.013289816677570343,32,0.0,49,0,1
11,11010,3,0.20000000298023224,-0.32731735706329346,0.12548547983169556,0.018348827958106995,32.0,0.0,1.0,0.009073413908481598,32,0.0,49,0,1
12,00110,2,0.20000000298023224,-1.2188847064971924,1.8714619874954224,0.38578200340270996,32.0,0.0,1.0,0.03801894932985306,32,0.0,49,0,1
13,10110,3,0.20000000298023224,-1.01056706905365,1.171402931213379,0.15015709400177002,32.0,0.0,1.0,0.024095429107546806,32,0.0,49,0,1
14,01110,3,0.20000000298023224,-0.24575121700763702,0.11391417682170868,0.05352051556110382,32.0,0.0,1.0,0.014788379892706871,32,0.0,49,0,1
15,11110,4,0.4000000059604645,-0.11952415853738785,0.03570425882935524,0.021418234333395958,32.0,0.0,1.0,0.018445158377289772,32,0.0,49,0,1
