epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy
49,0,1,fou,76,0.15229660272598267,0.09076479077339172,positive_share
49,0,1,fac,216,0.9817174673080444,0.5850778818130493,positive_share
49,0,1,kar,64,0.20839449763298035,0.12419766187667847,positive_share
49,0,1,zer,47,0.2141309231519699,0.12761642038822174,positive_share
49,0,1,mor,6,0.12138654291629791,0.07234320044517517,positive_share
69,1,2,fou,76,0.11890602856874466,0.07210113108158112,positive_share
69,1,2,fac,216,0.957040548324585,0.5803213715553284,positive_share
69,1,2,kar,64,0.24587136507034302,0.14908918738365173,positive_share
69,1,2,zer,47,0.2117690145969391,0.12841051816940308,positive_share
69,1,2,mor,6,0.11556939035654068,0.07007788866758347,positive_share
89,2,3,fou,76,0.1407356709241867,0.08121691644191742,positive_share
89,2,3,fac,216,0.9778929352760315,0.5643306374549866,positive_share
89,2,3,kar,64,0.2527599334716797,0.1458648145198822,positive_share
89,2,3,zer,47,0.23894795775413513,0.13789409399032593,positive_share
89,2,3,mor,6,0.12250037491321564,0.07069354504346848,positive_share
109,3,4,fou,76,0.13803954422473907,0.07966101914644241,positive_share
109,3,4,fac,216,1.0186892747879028,0.5878737568855286,positive_share
109,3,4,kar,64,0.24624398350715637,0.14210455119609833,positive_share
109,3,4,zer,47,0.21917201578617096,0.12648163735866547,positive_share
109,3,4,mor,6,0.11069200187921524,0.06387907266616821,positive_share
129,4,5,fou,76,0.1442928910255432,0.08075536787509918,positive_share
129,4,5,fac,216,1.0680036544799805,0.5977219343185425,positive_share
129,4,5,kar,64,0.2465129792690277,0.1379641443490982,positive_share
129,4,5,zer,47,0.2199779450893402,0.1231134757399559,positive_share
129,4,5,mor,6,0.10800254344940186,0.06044500693678856,positive_share
169,5,6,fou,76,0.15352483093738556,0.08266428858041763,positive_share
169,5,6,fac,216,1.1272741556167603,0.6069722771644592,positive_share
169,5,6,kar,64,0.24872258305549622,0.13392280042171478,positive_share
169,5,6,zer,47,0.21825435757637024,0.11751741915941238,positive_share
169,5,6,mor,6,0.10943271219730377,0.05892322212457657,positive_share
