epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.148580299999594,,1024,32,conditional
69,69,B,1,0.07809659999838914,,1600,50,conditional
89,89,B,2,0.07460709999941173,,1600,50,conditional
109,109,B,3,0.07483409999986179,,1600,50,conditional
129,129,B,4,0.07672169999932521,,1600,50,conditional
169,169,B,5,0.07427890000326443,,1600,50,conditional
