run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T015032Z-a18e3f8c,baseline,none,0.2961034946143627,True,25,1.8454028999967704,0.2820033282041549
pix_only-20260606T015056Z-96e698af,pix_only,none,0.2961034946143627,True,16,1.3175373000049149,0.2698611468076706
shapley-20260606T015121Z-09eecc99,shapley,baseline,0.2961034946143627,True,23,1.7088566000002174,0.2802338898181915
shapley-20260606T015146Z-2b12b98e,shapley,marginal,0.2961034946143627,True,20,1.5319124999987253,0.2780414968729019
shapley-20260606T015210Z-bef66338,shapley,conditional,0.2961034946143627,True,20,1.5293853000021045,0.2794287651777267
