epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1252264999984618,,1024,32,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
69,69,B,1,0.0455093999989912,,1600,50,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
89,89,B,2,0.0512361000000964,,1600,50,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
109,109,B,3,0.0470224000000598,,1600,50,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
129,129,B,4,0.0507750999986456,,1600,50,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
169,169,B,5,0.0439158999997744,,1600,50,baseline,shapley-20260606T015121Z-09eecc99,shapley,baseline
49,49,B,0,0.1325814000010723,,1024,32,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
69,69,B,1,0.0582240999992791,,1600,50,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
89,89,B,2,0.0498246999995899,,1600,50,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
109,109,B,3,0.0702034000005369,,1600,50,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
129,129,B,4,0.0623546000006172,,1600,50,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
169,169,B,5,0.0521055000008345,,1600,50,marginal,shapley-20260606T015146Z-2b12b98e,shapley,marginal
49,49,B,0,0.1487326999995275,,1024,32,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
69,69,B,1,0.0854596999997738,,1600,50,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
89,89,B,2,0.0803288000006432,,1600,50,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
109,109,B,3,0.0772239999987505,,1600,50,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
129,129,B,4,0.0764729000002262,,1600,50,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
169,169,B,5,0.0731435000016063,,1600,50,conditional,shapley-20260606T015210Z-bef66338,shapley,conditional
