epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy,run_id,training_type,shapley_tactic
49,0,1,fou,76,0.0542303249239921,0.0431133471429348,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
49,0,1,fac,216,0.82914799451828,0.6591762900352478,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
49,0,1,kar,64,0.1675884574651718,0.1332335621118545,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
49,0,1,zer,47,0.1573143005371093,0.1250655651092529,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
49,0,1,mor,6,0.0495736002922058,0.0394112281501293,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
69,1,2,fou,76,0.0795086994767189,0.0589882098138332,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
69,1,2,fac,216,0.8466114401817322,0.628108561038971,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
69,1,2,kar,64,0.1831614375114441,0.1358890980482101,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
69,1,2,zer,47,0.1768217533826828,0.1311856359243393,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
69,1,2,mor,6,0.0617711916565895,0.0458285957574844,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
89,2,3,fou,76,0.0925167351961135,0.060354683548212,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
89,2,3,fac,216,0.9480785727500916,0.6184933185577393,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
89,2,3,kar,64,0.2187959253787994,0.1427348107099533,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
89,2,3,zer,47,0.2105065584182739,0.1373271197080612,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
89,2,3,mor,6,0.0629862993955612,0.0410900600254535,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
109,3,4,fou,76,0.1274315118789672,0.0710176825523376,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
109,3,4,fac,216,1.0556451082229614,0.5883118510246277,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
109,3,4,kar,64,0.2738570272922516,0.1526207327842712,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
109,3,4,zer,47,0.2610216438770294,0.1454675644636154,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
109,3,4,mor,6,0.0764079019427299,0.0425821840763092,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
129,4,5,fou,76,0.1473046839237213,0.076920635998249,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
129,4,5,fac,216,1.1239858865737915,0.5869311690330505,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
129,4,5,kar,64,0.2953628897666931,0.1542347520589828,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
129,4,5,zer,47,0.2779825329780578,0.1451589465141296,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
129,4,5,mor,6,0.070385605096817,0.0367544703185558,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
169,5,6,fou,76,0.1555042862892151,0.0773627460002899,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
169,5,6,fac,216,1.1795799732208252,0.5868362188339233,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
169,5,6,kar,64,0.3263792991638183,0.1623723655939102,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
169,5,6,zer,47,0.2826349139213562,0.1406097114086151,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
169,5,6,mor,6,0.0659681856632232,0.0328189022839069,positive_share,shapley-20260606T022942Z-1d6ff089,shapley,baseline
49,0,1,fou,76,0.119025133550167,0.0764309465885162,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
49,0,1,fac,216,0.9490315318107604,0.6094122529029846,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
49,0,1,kar,64,0.178589254617691,0.1146795228123664,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
49,0,1,zer,47,0.1883941292762756,0.1209756359457969,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
49,0,1,mor,6,0.1222497001290321,0.0785015746951103,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
69,1,2,fou,76,0.1321053802967071,0.0856989473104476,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
69,1,2,fac,216,0.9099035263061525,0.5902694463729858,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
69,1,2,kar,64,0.2020386755466461,0.1310658305883407,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
69,1,2,zer,47,0.1856600642204284,0.1204407513141632,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
69,1,2,mor,6,0.1117977723479271,0.0725250616669654,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
89,2,3,fou,76,0.1425300687551498,0.0892152264714241,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
89,2,3,fac,216,0.9420161843299866,0.589645266532898,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
89,2,3,kar,64,0.2212006002664566,0.1384582221508026,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
89,2,3,zer,47,0.1892616152763366,0.1184663549065589,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
89,2,3,mor,6,0.1025896817445755,0.0642149522900581,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
109,3,4,fou,76,0.1231718212366104,0.0745424032211303,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
109,3,4,fac,216,1.0282816886901855,0.622306227684021,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
109,3,4,kar,64,0.2131156772375106,0.1289755702018737,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
109,3,4,zer,47,0.1920850574970245,0.116248033940792,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
109,3,4,mor,6,0.0957182869315147,0.0579277910292148,positive_share,shapley-20260606T023006Z-4f033588,shapley,marginal
