epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy
49,0,1,fou,76,0.09457240253686905,0.06996021419763565,positive_share
49,0,1,fac,216,0.851086437702179,0.6295937299728394,positive_share
49,0,1,kar,64,0.21360044181346893,0.1580115705728531,positive_share
49,0,1,zer,47,0.12547490000724792,0.0928204283118248,positive_share
49,0,1,mor,6,0.06706839054822922,0.04961404204368591,positive_share
69,1,2,fou,76,0.10773669183254242,0.0758342519402504,positive_share
69,1,2,fac,216,0.8847824335098267,0.6227851510047913,positive_share
69,1,2,kar,64,0.18857130408287048,0.13273252546787262,positive_share
69,1,2,zer,47,0.14610789716243744,0.10284316539764404,positive_share
69,1,2,mor,6,0.09348812699317932,0.06580489873886108,positive_share
89,2,3,fou,76,0.10899505019187927,0.07300610095262527,positive_share
89,2,3,fac,216,0.9436054825782776,0.6320375204086304,positive_share
89,2,3,kar,64,0.20075418055057526,0.13446739315986633,positive_share
89,2,3,zer,47,0.15375037491321564,0.10298372060060501,positive_share
89,2,3,mor,6,0.0858529657125473,0.057505276054143906,positive_share
109,3,4,fou,76,0.13946548104286194,0.08258698880672455,positive_share
109,3,4,fac,216,1.0395296812057495,0.6155761480331421,positive_share
109,3,4,kar,64,0.23625625669956207,0.13990338146686554,positive_share
109,3,4,zer,47,0.17469991743564606,0.1034516915678978,positive_share
109,3,4,mor,6,0.0987587422132492,0.058481764048337936,positive_share
129,4,5,fou,76,0.15494348108768463,0.08477853983640671,positive_share
129,4,5,fac,216,1.1013349294662476,0.6026040315628052,positive_share
129,4,5,kar,64,0.2675377428531647,0.14638537168502808,positive_share
129,4,5,zer,47,0.18832708895206451,0.10304464399814606,positive_share
129,4,5,mor,6,0.11548304557800293,0.06318745017051697,positive_share
169,5,6,fou,76,0.156697615981102,0.08038267493247986,positive_share
169,5,6,fac,216,1.16230309009552,0.5962377190589905,positive_share
169,5,6,kar,64,0.3043484687805176,0.156124547123909,positive_share
169,5,6,zer,47,0.2136191725730896,0.10958226770162582,positive_share
169,5,6,mor,6,0.11242716759443283,0.05767283961176872,positive_share
