epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1275299999997514,,1024,32,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
69,69,B,1,0.0545020000008662,,1600,50,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
89,89,B,2,0.0552884000007907,,1600,50,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
109,109,B,3,0.0480969000000186,,1600,50,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
129,129,B,4,0.0472781999997096,,1600,50,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
169,169,B,5,0.0462971999986621,,1600,50,baseline,shapley-20260606T015815Z-99915c1b,shapley,baseline
49,49,B,0,0.1414789000009477,,1024,32,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
69,69,B,1,0.0530890999998518,,1600,50,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
89,89,B,2,0.0503083000003243,,1600,50,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
109,109,B,3,0.0498618000001442,,1600,50,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
129,129,B,4,0.053052100000059,,1600,50,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
169,169,B,5,0.0503916000016033,,1600,50,marginal,shapley-20260606T015839Z-b7fd1a70,shapley,marginal
49,49,B,0,0.1602218000007269,,1024,32,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
69,69,B,1,0.1117274000007455,,1600,50,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
89,89,B,2,0.0854810000000725,,1600,50,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
109,109,B,3,0.1093855999988591,,1600,50,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
129,129,B,4,0.1083731999988231,,1600,50,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
169,169,B,5,0.0874101999997947,,1600,50,conditional,shapley-20260606T015906Z-b9ad4c8a,shapley,conditional
