hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.3899998521083035e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.00037090001205797307,200
KLBetaSchedulerCallback.on_batch_begin,0.002029900024353992,1400
KLBetaSchedulerCallback.on_batch_end,0.0024028999596339418,1400
KLBetaSchedulerCallback.on_epoch_end,0.002538399998229579,200
KLBetaSchedulerCallback.on_train_end,1.6999983927235007e-06,1
