epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.14121010000053502,,1024,32,conditional
69,69,B,1,0.07975950000036391,,1600,50,conditional
89,89,B,2,0.07622549999905459,,1600,50,conditional
109,109,B,3,0.07148699999925157,,1600,50,conditional
129,129,B,4,0.0722710999998526,,1600,50,conditional
169,169,B,5,0.07381850000092527,,1600,50,conditional
