epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12592899999981455,,1024,32,baseline
69,69,B,1,0.044647800001257565,,1600,50,baseline
89,89,B,2,0.040198400000008405,,1600,50,baseline
109,109,B,3,0.05320920000121987,,1600,50,baseline
129,129,B,4,0.045560100001239334,,1600,50,baseline
169,169,B,5,0.045001300000876654,,1600,50,baseline
