run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T164815Z-baf86272,baseline,1,0.11619627322215817,0.3557503223419189,32.0
shapley-20260606T164815Z-baf86272,baseline,2,0.14287595125642835,0.4331740140914917,81.0
shapley-20260606T164815Z-baf86272,baseline,3,0.16704957868932976,0.4205729961395263,122.0
shapley-20260606T164815Z-baf86272,baseline,4,0.22813584752293534,0.653536319732666,148.0
shapley-20260606T164815Z-baf86272,baseline,5,0.2860898992730654,0.970022201538086,161.0
shapley-20260606T164815Z-baf86272,baseline,6,0.34738998745888233,1.224595308303833,174.48070740699768
shapley-20260606T164842Z-829d95ae,marginal,1,0.18262025262811218,0.5521950721740723,32.0
shapley-20260606T164842Z-829d95ae,marginal,2,0.17336397306644355,0.4340634346008301,82.0
shapley-20260606T164842Z-829d95ae,marginal,3,0.19598980690352616,0.5410659313201904,119.0
shapley-20260606T164842Z-829d95ae,marginal,4,0.28140273556346074,0.7679383754730225,149.0
shapley-20260606T164842Z-829d95ae,marginal,5,0.3264163558196742,0.8905377388000488,166.0
shapley-20260606T164842Z-829d95ae,marginal,6,0.3828568030439783,1.18461012840271,177.83808088302612
shapley-20260606T164914Z-75d51807,conditional,1,0.09645676522268327,0.3332816958427429,32.0
shapley-20260606T164914Z-75d51807,conditional,2,0.10719815219272273,0.3543024063110351,78.0
shapley-20260606T164914Z-75d51807,conditional,3,0.10459635636289018,0.3282591104507446,116.0
shapley-20260606T164914Z-75d51807,conditional,4,0.10430395407820466,0.2972239851951599,137.0
shapley-20260606T164914Z-75d51807,conditional,5,0.11894241484333175,0.362367570400238,158.0
shapley-20260606T164914Z-75d51807,conditional,6,0.1303345819796959,0.3706850409507751,175.00783157348633
