epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.2744827000133227,,1024,32,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
69,69,B,1,0.0841367999964859,,1600,50,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
89,89,B,2,0.0654294999985722,,1600,50,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
109,109,B,3,0.101965800000471,,1600,50,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
129,129,B,4,0.0493371000047773,,1600,50,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
169,169,B,5,0.0915982000005897,,1600,50,baseline,shapley-20260606T164815Z-baf86272,shapley,baseline
49,49,B,0,0.1654206000093836,,1024,32,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
69,69,B,1,0.0566186999931233,,1600,50,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
89,89,B,2,0.0876358999958029,,1600,50,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
109,109,B,3,0.0515844999899854,,1600,50,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
129,129,B,4,0.0615041999990353,,1600,50,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
169,169,B,5,0.0695968999934848,,1600,50,marginal,shapley-20260606T164842Z-829d95ae,shapley,marginal
49,49,B,0,0.1627598999912152,,1024,32,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
69,69,B,1,0.0856190999911632,,1600,50,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
89,89,B,2,0.0803294000070309,,1600,50,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
109,109,B,3,0.0801973000052385,,1600,50,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
129,129,B,4,0.0802543000027071,,1600,50,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
169,169,B,5,0.0840975000028265,,1600,50,conditional,shapley-20260606T164914Z-75d51807,shapley,conditional
