run_id,shapley_tactic,phase,epoch,logical_epoch,elapsed_train_sec,shapley_value,baseline_value,metric,delta
shapley-20260606T164815Z-baf86272,baseline,A,0,0,0.2591289000120014,0.9707053218569074,0.9716074807303292,train_pix_recon,-0.0009021588734218211
shapley-20260606T164815Z-baf86272,baseline,A,1,1,0.3250687000108883,0.7801976118768964,0.7444856422288078,train_pix_recon,0.03571196964808865
shapley-20260606T164815Z-baf86272,baseline,A,2,2,0.3875701000069966,0.6437233771596637,0.6168143834386554,train_pix_recon,0.0269089937210083
shapley-20260606T164815Z-baf86272,baseline,A,3,3,0.4536062000115635,0.5512012413569859,0.5399150890963418,train_pix_recon,0.011286152260644111
shapley-20260606T164815Z-baf86272,baseline,A,4,4,0.5199649000132922,0.4860471316746303,0.4822699895926884,train_pix_recon,0.003777142081941909
shapley-20260606T164815Z-baf86272,baseline,A,5,5,0.5874929000128759,0.442230041537966,0.4452422942434038,train_pix_recon,-0.003012252705437757
shapley-20260606T164815Z-baf86272,baseline,A,6,6,0.6513521000015317,0.417987938438143,0.4154145462172372,train_pix_recon,0.0025733922209058013
shapley-20260606T164815Z-baf86272,baseline,A,7,7,0.7134671999956481,0.3916696267468588,0.3880740489278521,train_pix_recon,0.0035955778190067123
shapley-20260606T164815Z-baf86272,baseline,A,8,8,0.7764199999946868,0.3732784347874777,0.3674600805555071,train_pix_recon,0.0058183542319705794
shapley-20260606T164815Z-baf86272,baseline,A,9,9,0.8451986000000034,0.3564023162637438,0.3524374536105564,train_pix_recon,0.0039648626531874065
shapley-20260606T164815Z-baf86272,baseline,A,10,10,0.9128042000083952,0.3439286734376635,0.33949904356684,train_pix_recon,0.004429629870823459
shapley-20260606T164815Z-baf86272,baseline,A,11,11,0.981290000010631,0.3277657074587686,0.3291075357369014,train_pix_recon,-0.001341828278132784
shapley-20260606T164815Z-baf86272,baseline,A,12,12,1.0470644000015454,0.325709262064525,0.3265148784433092,train_pix_recon,-0.0008056163787841797
shapley-20260606T164815Z-baf86272,baseline,A,13,13,1.1092599000112386,0.3204383083752223,0.3218361479895456,train_pix_recon,-0.0013978396143232708
shapley-20260606T164815Z-baf86272,baseline,A,14,14,1.172051600005943,0.3083169502871377,0.3036961555480957,train_pix_recon,0.004620794739041978
shapley-20260606T164815Z-baf86272,baseline,A,15,15,1.2332387000060407,0.2977593626294817,0.2965347596577236,train_pix_recon,0.0012246029717581375
shapley-20260606T164815Z-baf86272,baseline,A,16,16,1.3054002999997465,0.2912652747971671,0.2910771795681545,train_pix_recon,0.0001880952290125859
shapley-20260606T164815Z-baf86272,baseline,A,17,17,1.381850999998278,0.2955456205776759,0.2936361219201769,train_pix_recon,0.0019094986574990092
shapley-20260606T164815Z-baf86272,baseline,A,18,18,1.453200799995102,0.285491658108575,0.2857509340558733,train_pix_recon,-0.0002592759472982986
shapley-20260606T164815Z-baf86272,baseline,A,19,19,1.5352386999875307,0.278235558952604,0.2758691225733076,train_pix_recon,0.0023664363792963994
shapley-20260606T164815Z-baf86272,baseline,A,20,20,1.621291699979338,0.27590269276074,0.2723956746714456,train_pix_recon,0.003507018089294378
shapley-20260606T164815Z-baf86272,baseline,A,21,21,1.6993357999745058,0.2768990652901785,0.2743416428565979,train_pix_recon,0.0025574224335805917
shapley-20260606T164815Z-baf86272,baseline,A,22,22,1.7807788999634795,0.2726188727787563,0.2704409744058336,train_pix_recon,0.002177898372922704
shapley-20260606T164815Z-baf86272,baseline,A,23,23,1.8653735999541825,0.2713265035833631,0.2642552086285182,train_pix_recon,0.007071294954844876
shapley-20260606T164815Z-baf86272,baseline,A,24,24,1.931427799965604,0.2699604332447052,0.2678283410412924,train_pix_recon,0.0021320922034128165
shapley-20260606T164815Z-baf86272,baseline,A,25,25,2.0001906999677885,0.2655904974256243,0.2664520953382764,train_pix_recon,-0.0008615979126521123
shapley-20260606T164815Z-baf86272,baseline,A,26,26,2.064731799968285,0.2674393355846405,0.2636509197098868,train_pix_recon,0.0037884158747537033
shapley-20260606T164815Z-baf86272,baseline,A,27,27,2.131137399963336,0.2689821677548544,0.2674511969089508,train_pix_recon,0.0015309708459035898
shapley-20260606T164815Z-baf86272,baseline,A,28,28,2.1956265999615425,0.2650845902306692,0.2673260612147195,train_pix_recon,-0.002241470984050309
shapley-20260606T164815Z-baf86272,baseline,A,29,29,2.263022199957049,0.2687215336731502,0.2610425906521933,train_pix_recon,0.0076789430209568965
shapley-20260606T164815Z-baf86272,baseline,A,30,30,2.334696399964741,0.2707228107111795,0.2661917848246438,train_pix_recon,0.0045310258865357
shapley-20260606T164815Z-baf86272,baseline,A,31,31,2.402952699965681,0.2601893097162246,0.2620142911161695,train_pix_recon,-0.0018249813999448583
