run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T024059Z-997435cd,baseline,1,0.06987383327941639,0.2406619787216186,32.0
shapley-20260606T024059Z-997435cd,baseline,2,0.10263093942194242,0.3340356349945068,75.0
shapley-20260606T024059Z-997435cd,baseline,3,0.13871423897217025,0.3836212158203125,111.0
shapley-20260606T024059Z-997435cd,baseline,4,0.25695083478785813,1.0633118152618408,147.0
shapley-20260606T024059Z-997435cd,baseline,5,0.29970703573053464,1.229790210723877,163.0
shapley-20260606T024059Z-997435cd,baseline,6,0.3349148486013291,1.313099384307861,174.504474401474
shapley-20260606T024123Z-875dcf4a,marginal,1,0.13059360646002455,0.4891523122787475,32.0
shapley-20260606T024123Z-875dcf4a,marginal,2,0.17645067615376317,0.5033798217773438,82.0
shapley-20260606T024123Z-875dcf4a,marginal,3,0.2546238450304372,0.87178635597229,120.0
shapley-20260606T024123Z-875dcf4a,marginal,4,0.3302992413955507,1.091080665588379,149.0
shapley-20260606T024123Z-875dcf4a,marginal,5,0.40749432651500683,1.2875797748565674,172.0
shapley-20260606T024123Z-875dcf4a,marginal,6,0.477131650710362,1.5226659774780271,190.04753971099854
shapley-20260606T024148Z-2f9cf9d1,conditional,1,0.09835523978836132,0.3666462898254394,32.0
shapley-20260606T024148Z-2f9cf9d1,conditional,2,0.10406855925248233,0.3551316857337951,82.0
shapley-20260606T024148Z-2f9cf9d1,conditional,3,0.09935461922577811,0.3004095554351806,118.0
shapley-20260606T024148Z-2f9cf9d1,conditional,4,0.11328674827382197,0.3001840710639953,144.0
shapley-20260606T024148Z-2f9cf9d1,conditional,5,0.11611724246904484,0.3011424541473388,168.0
shapley-20260606T024148Z-2f9cf9d1,conditional,6,0.11975564967906391,0.3167874813079834,182.8068277835846
