epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1306684999999561,,1024,32,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
69,69,B,1,0.0493931000000884,,1600,50,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
89,89,B,2,0.0478874999989784,,1600,50,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
109,109,B,3,0.0448822000016662,,1600,50,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
129,129,B,4,0.062921799999458,,1600,50,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
169,169,B,5,0.0453376999994361,,1600,50,baseline,shapley-20260606T014428Z-e57b3cbe,shapley,baseline
49,49,B,0,0.1276551999999355,,1024,32,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
69,69,B,1,0.0535221000009187,,1600,50,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
89,89,B,2,0.0502448999995976,,1600,50,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
109,109,B,3,0.0468829999990703,,1600,50,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
129,129,B,4,0.0539275999999517,,1600,50,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
169,169,B,5,0.0497679000000061,,1600,50,marginal,shapley-20260606T014452Z-b71a562f,shapley,marginal
49,49,B,0,0.1492140000009385,,1024,32,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
69,69,B,1,0.0839599999999336,,1600,50,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
89,89,B,2,0.0760570000002189,,1600,50,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
109,109,B,3,0.0778033999995386,,1600,50,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
129,129,B,4,0.091354100000899,,1600,50,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
169,169,B,5,0.080222099999446,,1600,50,conditional,shapley-20260606T014517Z-3f52215d,shapley,conditional
