node_id,mask,coalition_size,c_value,mean,second_moment,variance,effective_count,effective_count_pre,blend_weight,probability,n_new,global_progress,epoch,cycle,sampling_phase
0,00000,0,1.0,-0.9726057648658752,1.193490982055664,0.2475290298461914,32.0,0.0,1.0,0.19398264586925507,32,0.0,49,0,1
1,10000,1,0.4000000059604645,-0.9744493961334229,1.1177024841308594,0.16815084218978882,32.0,0.0,1.0,0.06462308764457703,32,0.0,49,0,1
2,01000,1,0.4000000059604645,-0.35802340507507324,0.1603606790304184,0.03217992186546326,32.0,0.0,1.0,0.028832849115133286,32,0.0,49,0,1
3,11000,2,0.20000000298023224,-0.2823728919029236,0.09891219437122345,0.019177742302417755,32.0,0.0,1.0,0.011743207462131977,32,0.0,49,0,1
4,00100,1,0.4000000059604645,-0.773277759552002,0.8185751438140869,0.2206166386604309,32.0,0.0,1.0,0.07387597113847733,32,0.0,49,0,1
5,10100,2,0.20000000298023224,-0.7457793951034546,0.702695369720459,0.14650845527648926,32.0,0.0,1.0,0.03069385141134262,32,0.0,49,0,1
6,01100,2,0.20000000298023224,-0.11822996288537979,0.026484612375497818,0.012506288476288319,32.0,0.0,1.0,0.00967559777200222,32,0.0,49,0,1
7,11100,3,0.20000000298023224,-0.10154097527265549,0.017894860357046127,0.007584290578961372,32.0,0.0,1.0,0.0077560474164783955,32,0.0,49,0,1
8,00010,1,0.4000000059604645,-0.8191120624542236,0.9422540664672852,0.271309494972229,32.0,0.0,1.0,0.08181606233119965,32,0.0,49,0,1
9,10010,2,0.20000000298023224,-0.7288966178894043,0.6912257671356201,0.15993547439575195,32.0,0.0,1.0,0.032024700194597244,32,0.0,49,0,1
10,01010,2,0.20000000298023224,-0.2527535557746887,0.08409280329942703,0.020208440721035004,32.0,0.0,1.0,0.012028123252093792,32,0.0,49,0,1
11,11010,3,0.20000000298023224,-0.19916978478431702,0.04621030390262604,0.006541699171066284,32.0,0.0,1.0,0.00727451965212822,32,0.0,49,0,1
12,00110,2,0.20000000298023224,-0.6979994773864746,0.6245270371437073,0.1373237669467926,32.0,0.0,1.0,0.02974802628159523,32,0.0,49,0,1
13,10110,3,0.20000000298023224,-0.5647098422050476,0.4448646306991577,0.12596741318702698,32.0,0.0,1.0,0.028533685952425003,32,0.0,49,0,1
14,01110,3,0.20000000298023224,-0.0739939957857132,0.010486981831490993,0.00501187052577734,32.0,0.0,1.0,0.006492058280855417,32,0.0,49,0,1
15,11110,4,0.4000000059604645,-0.007831593975424767,0.0006887902272865176,0.0006274563493207097,32.0,0.0,1.0,0.004886484704911709,32,0.0,49,0,1
