node_id,mask,coalition_size,c_value,mean,second_moment,variance,effective_count,effective_count_pre,blend_weight,probability,n_new,global_progress,epoch,cycle,sampling_phase,run_id,training_type,shapley_tactic
0,0,0,1.0,-1.407724380493164,2.191457748413086,0.2097698450088501,32.0,0.0,1.0,0.1716931164264679,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
1,10000,1,0.4000000059604645,-1.315769910812378,1.9024235010147093,0.171173095703125,32.0,0.0,1.0,0.0626768544316291,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
2,1000,1,0.4000000059604645,-0.4897126257419586,0.288826584815979,0.0490081310272216,32.0,0.0,1.0,0.0340018682181835,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
3,11000,2,0.2000000029802322,-0.3925467133522033,0.1810864359140396,0.0269935131072998,32.0,0.0,1.0,0.0132462801411747,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
4,100,1,0.4000000059604645,-1.201076626777649,1.7388153076171875,0.2962301969528198,32.0,0.0,1.0,0.0821370333433151,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
5,10100,2,0.2000000029802322,-1.101790428161621,1.357993245124817,0.1440510749816894,32.0,0.0,1.0,0.0292899850755929,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
6,1100,2,0.2000000029802322,-0.2726576030254364,0.0893110260367393,0.0149688571691513,32.0,0.0,1.0,0.0101194530725479,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
7,11100,3,0.2000000029802322,-0.1824671924114227,0.0472090691328048,0.0139147937297821,32.0,0.0,1.0,0.0097925094887614,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
8,10,1,0.4000000059604645,-1.251903057098389,1.705155849456787,0.1378946304321289,32.0,0.0,1.0,0.0563577115535736,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
9,10010,2,0.2000000029802322,-1.119478702545166,1.3615471124649048,0.1083145141601562,32.0,0.0,1.0,0.0255311429500579,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
10,1010,2,0.2000000029802322,-0.3534347414970398,0.1451859176158905,0.0202698037028312,32.0,0.0,1.0,0.0116120483726263,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
11,11010,3,0.2000000029802322,-0.2261545956134796,0.0590622797608375,0.0079163797199726,32.0,0.0,1.0,0.0076318974606692,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
12,110,2,0.2000000029802322,-1.1464800834655762,1.5222309827804563,0.2078144550323486,32.0,0.0,1.0,0.0349791347980499,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
13,10110,3,0.2000000029802322,-0.9360648989677428,1.056562423706055,0.1803449392318725,32.0,0.0,1.0,0.0326538421213626,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
14,1110,3,0.2000000029802322,-0.1381888836622238,0.043502539396286,0.0244063716381788,32.0,0.0,1.0,0.0126446392387151,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
15,11110,4,0.4000000059604645,-0.0386896021664142,0.0037370836362242,0.0022401981987059,32.0,0.0,1.0,0.008055823855102,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
16,1,1,0.4000000059604645,-1.2249348163604736,1.6884040832519531,0.1879388093948364,32.0,0.0,1.0,0.0656268075108528,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
17,10001,2,0.2000000029802322,-1.2281997203826904,1.719165325164795,0.2106907367706298,32.0,0.0,1.0,0.0352134704589843,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
18,1001,2,0.2000000029802322,-0.4424533545970917,0.2324957400560379,0.0367307662963867,32.0,0.0,1.0,0.0152853047475218,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
19,11001,3,0.2000000029802322,-0.2686418890953064,0.0846697986125946,0.012501336634159,32.0,0.0,1.0,0.0093339839950203,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
20,101,2,0.2000000029802322,-1.1511452198028564,1.575284481048584,0.250149130821228,32.0,0.0,1.0,0.0382798314094543,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
21,10101,3,0.2000000029802322,-0.9506618976593018,1.127312183380127,0.2235541343688964,32.0,0.0,1.0,0.0362424254417419,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
22,1101,3,0.2000000029802322,-0.1896376013755798,0.0423162616789341,0.0063538402318954,32.0,0.0,1.0,0.0069414526224136,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
23,11101,4,0.4000000059604645,-0.1174153983592987,0.0188275016844272,0.0050411261618137,32.0,0.0,1.0,0.0115844495594501,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
24,11,2,0.2000000029802322,-1.200705885887146,1.59870707988739,0.1570124626159668,32.0,0.0,1.0,0.0305353086441755,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
25,10011,3,0.2000000029802322,-1.0982214212417605,1.353764891624451,0.147674560546875,32.0,0.0,1.0,0.0296435803174972,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
26,1011,3,0.2000000029802322,-0.2296243160963058,0.0603216215968132,0.0075942948460578,32.0,0.0,1.0,0.0074955844320356,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
27,11011,4,0.4000000059604645,-0.1869207620620727,0.0391340777277946,0.0041947066783905,32.0,0.0,1.0,0.0106550669297575,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
28,111,3,0.2000000029802322,-1.0033221244812012,1.174236297607422,0.1675809621810913,32.0,0.0,1.0,0.0315131358802318,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
29,10111,4,0.4000000059604645,-0.9883676171302797,1.1322846412658691,0.1554141044616699,32.0,0.0,1.0,0.0597691871225833,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
30,1111,4,0.4000000059604645,-0.0616779848933219,0.0063063912093639,0.0025022174231708,32.0,0.0,1.0,0.0084570487961173,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974,32,0.0,49,0,1,shapley-20260606T020704Z-bddaf417,shapley,baseline
0,0,0,1.0,-1.4102327823638916,2.25769567489624,0.2689391374588012,256.0,32.0,0.9333333373069764,0.1826094388961792,448,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
1,10000,1,0.4000000059604645,-1.3882439136505127,2.209256172180176,0.2820349931716919,224.0,32.0,0.8571428656578064,0.0753914341330528,192,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
2,1000,1,0.4000000059604645,-0.4726599752902984,0.2621743083000183,0.038766860961914,64.0,32.0,0.5,0.0285804737359285,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
3,11000,2,0.2000000029802322,-0.3925467133522033,0.1810864359140396,0.0269935131072998,32.0,0.0,1.0,0.012507239356637,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
4,100,1,0.4000000059604645,-1.2206677198410034,1.735327959060669,0.2452982664108276,128.0,32.0,0.75,0.0703774988651275,96,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
5,10100,2,0.2000000029802322,-1.101790428161621,1.357993245124817,0.1440510749816894,32.0,0.0,1.0,0.0275827348232269,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
6,1100,2,0.2000000029802322,-0.2726576030254364,0.0893110260367393,0.0149688571691513,32.0,0.0,1.0,0.0095691094174981,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
7,11100,3,0.2000000029802322,-0.1824671924114227,0.0472090691328048,0.0139147937297821,32.0,0.0,1.0,0.0092618968337774,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
8,10,1,0.4000000059604645,-1.2957473993301392,1.8745194673538208,0.1955581903457641,160.0,32.0,0.800000011920929,0.0629454553127288,128,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
9,10010,2,0.2000000029802322,-1.119478702545166,1.3615471124649048,0.1083145141601562,32.0,0.0,1.0,0.0240507312119007,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
10,1010,2,0.2000000029802322,-0.3534347414970398,0.1451859176158905,0.0202698037028312,32.0,0.0,1.0,0.0109716299921274,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
11,11010,3,0.2000000029802322,-0.2261545956134796,0.0590622797608375,0.0079163797199726,32.0,0.0,1.0,0.007231674157083,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
12,110,2,0.2000000029802322,-1.05716872215271,1.3061652183532717,0.1885595321655273,64.0,32.0,0.5,0.0314134433865547,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
13,10110,3,0.2000000029802322,-0.9640803337097168,1.1133931875228882,0.1839423179626464,64.0,32.0,0.5,0.0310387779027223,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
14,1110,3,0.2000000029802322,-0.1381888836622238,0.043502539396286,0.0244063716381788,32.0,0.0,1.0,0.0119419060647487,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
15,11110,4,0.4000000059604645,-0.0386896021664142,0.0037370836362242,0.0022401981987059,32.0,0.0,1.0,0.0076300171203911,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
16,1,1,0.4000000059604645,-1.362214207649231,2.128887176513672,0.2732596397399902,96.0,32.0,0.6666666865348816,0.0742249637842178,64,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
17,10001,2,0.2000000029802322,-1.2287166118621826,1.7368537187576294,0.2271091938018798,160.0,32.0,0.800000011920929,0.0343778803944587,128,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
18,1001,2,0.2000000029802322,-0.3901879787445068,0.1833477318286895,0.0311010777950286,64.0,32.0,0.5,0.0133517691865563,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
19,11001,3,0.2000000029802322,-0.2686418890953064,0.0846697986125946,0.012501336634159,32.0,0.0,1.0,0.0088310427963733,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
20,101,2,0.2000000029802322,-1.110472559928894,1.505130410194397,0.2719811201095581,128.0,32.0,0.75,0.0375267267227172,96,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
21,10101,3,0.2000000029802322,-0.9785203337669371,1.2038761377334597,0.2463740706443786,160.0,32.0,0.800000011920929,0.0357647314667701,128,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
22,1101,3,0.2000000029802322,-0.1896376013755798,0.0423162616789341,0.0063538402318954,32.0,0.0,1.0,0.0065828966908156,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
23,11101,4,0.4000000059604645,-0.1174153983592987,0.0188275016844272,0.0050411261618137,32.0,0.0,1.0,0.0109456963837146,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
24,11,2,0.2000000029802322,-1.1790821552276611,1.6136493682861328,0.223414659500122,64.0,32.0,0.5,0.0341052785515785,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
25,10011,3,0.2000000029802322,-1.0982214212417605,1.353764891624451,0.147674560546875,32.0,0.0,1.0,0.0279149916023015,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
26,1011,3,0.2000000029802322,-0.2281910479068756,0.0607592687010765,0.0086881145834922,64.0,32.0,0.5,0.0075283618643879,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
27,11011,4,0.4000000059604645,-0.1869207620620727,0.0391340777277946,0.0041947066783905,32.0,0.0,1.0,0.0100724007934331,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
28,111,3,0.2000000029802322,-1.0109628438949585,1.2135906219482422,0.191544771194458,64.0,32.0,0.5,0.0316532477736473,32,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
29,10111,4,0.4000000059604645,-0.8224470615386963,0.825080156326294,0.1486609578132629,128.0,32.0,0.75,0.0550094582140445,96,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
30,1111,4,0.4000000059604645,-0.0616779848933219,0.0063063912093639,0.0025022174231708,32.0,0.0,1.0,0.0080070290714502,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974,0,0.0,69,1,2,shapley-20260606T020704Z-bddaf417,shapley,baseline
0,0,0,1.0,-1.5736989974975586,2.973202705383301,0.4966740608215332,256.0,256.0,0.5555555820465088,0.2106312364339828,320,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
1,10000,1,0.4000000059604645,-1.4673444032669067,2.5656299591064453,0.4125304222106933,256.0,224.0,0.5333333611488342,0.0774202123284339,256,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
2,1000,1,0.4000000059604645,-0.4419230222702026,0.239158034324646,0.0438620746135711,160.0,64.0,0.6000000238418579,0.0259186681360006,96,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
3,11000,2,0.2000000029802322,-0.3925467133522033,0.1810864359140396,0.0269935131072998,32.0,0.0,1.0,0.0107741728425025,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
4,100,1,0.4000000059604645,-1.289506435394287,2.0165791511535645,0.3537522554397583,256.0,128.0,0.5,0.0717668458819389,128,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
5,10100,2,0.2000000029802322,-1.1348378658294678,1.512495756149292,0.224638819694519,64.0,32.0,0.5,0.0291963368654251,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
6,1100,2,0.2000000029802322,-0.2726576030254364,0.0893110260367393,0.0149688571691513,32.0,0.0,1.0,0.0082785449922084,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
7,11100,3,0.2000000029802322,-0.1824671924114227,0.0472090691328048,0.0139147937297821,32.0,0.0,1.0,0.0080176005139946,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
8,10,1,0.4000000059604645,-1.313136100769043,2.024627208709717,0.3003008365631103,256.0,160.0,0.4444444477558136,0.0662016496062278,128,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
9,10010,2,0.2000000029802322,-1.119478702545166,1.3615471124649048,0.1083145141601562,32.0,0.0,1.0,0.0205791387706995,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
10,1010,2,0.2000000029802322,-0.3534347414970398,0.1451859176158905,0.0202698037028312,32.0,0.0,1.0,0.0094698360189795,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
11,11010,3,0.2000000029802322,-0.2261545956134796,0.0590622797608375,0.0079163797199726,32.0,0.0,1.0,0.0062931422144174,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
12,110,2,0.2000000029802322,-1.05716872215271,1.3061652183532717,0.1885595321655273,64.0,32.0,0.5,0.0268329791724681,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
13,10110,3,0.2000000029802322,-1.0115886926651,1.2546623945236206,0.2313506603240966,96.0,64.0,0.3333333432674408,0.0296144653111696,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
14,1110,3,0.2000000029802322,-0.1327223777770996,0.036662358790636,0.0190471298992633,64.0,32.0,0.5,0.0092104133218526,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
15,11110,4,0.4000000059604645,-0.0370901972055435,0.0038355235010385,0.0024598408490419,64.0,32.0,0.5,0.0069011109881103,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
16,1,1,0.4000000059604645,-1.4827996492385864,2.7611937522888184,0.5624990463256836,224.0,96.0,0.5714285969734192,0.0902362167835235,128,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
17,10001,2,0.2000000029802322,-1.2653038501739502,1.907616376876831,0.3066225051879883,224.0,160.0,0.2857142984867096,0.0339421741664409,64,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
18,1001,2,0.2000000029802322,-0.3901879787445068,0.1833477318286895,0.0311010777950286,64.0,32.0,0.5,0.0114915100857615,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
19,11001,3,0.2000000029802322,-0.2686418890953064,0.0846697986125946,0.012501336634159,32.0,0.0,1.0,0.0076516359113156,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
20,101,2,0.2000000029802322,-1.1721500158309937,1.6989123821258545,0.3249766826629638,224.0,128.0,0.4285714328289032,0.0349137894809246,96,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
21,10101,3,0.2000000029802322,-0.977400541305542,1.198012351989746,0.2427005171775818,192.0,160.0,0.1666666716337204,0.0303079634904861,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
22,1101,3,0.2000000029802322,-0.1896376013755798,0.0423162616789341,0.0063538402318954,32.0,0.0,1.0,0.0057420753873884,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
23,11101,4,0.4000000059604645,-0.1174153983592987,0.0188275016844272,0.0050411261618137,32.0,0.0,1.0,0.0094478083774447,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
24,11,2,0.2000000029802322,-1.1790821552276611,1.6136493682861328,0.223414659500122,64.0,32.0,0.5,0.0291194040328264,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
25,10011,3,0.2000000029802322,-1.0982214212417605,1.353764891624451,0.147674560546875,32.0,0.0,1.0,0.0238614156842231,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
26,1011,3,0.2000000029802322,-0.2281910479068756,0.0607592687010765,0.0086881145834922,64.0,32.0,0.5,0.0065451469272375,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
27,11011,4,0.4000000059604645,-0.1869207620620727,0.0391340777277946,0.0041947066783905,32.0,0.0,1.0,0.0087060360237956,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
28,111,3,0.2000000029802322,-1.0053917169570925,1.2711578607559204,0.2603453397750854,192.0,64.0,0.6666666865348816,0.031354647129774,128,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
29,10111,4,0.4000000059604645,-0.8652632236480713,0.9325099587440492,0.1838294863700866,192.0,128.0,0.3333333432674408,0.0520138181746006,64,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
30,1111,4,0.4000000059604645,-0.0542040318250656,0.0051217535510659,0.0021836764644831,64.0,32.0,0.5,0.0065599954687058,32,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974,0,0.0,89,2,3,shapley-20260606T020704Z-bddaf417,shapley,baseline
0,0,0,1.0,-1.6972886323928833,3.57899808883667,0.698209285736084,256.0,256.0,0.529411792755127,0.2167906612157821,288,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
1,10000,1,0.4000000059604645,-1.5664427280426023,3.0222246646881104,0.5684819221496582,256.0,256.0,0.4285714328289032,0.0788857862353324,192,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
2,1000,1,0.4000000059604645,-0.4330750405788421,0.2287370413541793,0.041183054447174,192.0,160.0,0.1666666716337204,0.0219632741063833,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
3,11000,2,0.2000000029802322,-0.3376663327217102,0.1546904146671295,0.0406718626618385,64.0,32.0,0.5,0.0114163812249898,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
4,100,1,0.4000000059604645,-1.3018535375595093,2.059823989868164,0.3650013208389282,256.0,256.0,0.2000000029802322,0.0634089708328247,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
5,10100,2,0.2000000029802322,-1.1886682510375977,1.7635043859481812,0.3505722284317016,96.0,64.0,0.3333333432674408,0.0315814837813377,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
6,1100,2,0.2000000029802322,-0.213909313082695,0.0633334666490554,0.0175762735307216,64.0,32.0,0.5,0.0078475186601281,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
7,11100,3,0.2000000029802322,-0.156485766172409,0.0374794341623783,0.012991638854146,96.0,32.0,0.6666666865348816,0.0068871052935719,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
8,10,1,0.4000000059604645,-1.3891514539718628,2.412761926651001,0.4830201864242553,256.0,256.0,0.2000000029802322,0.0727930665016174,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
9,10010,2,0.2000000029802322,-1.119478702545166,1.3615471124649048,0.1083145141601562,32.0,0.0,1.0,0.0179986003786325,0,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
10,1010,2,0.2000000029802322,-0.3534347414970398,0.1451859176158905,0.0202698037028312,32.0,0.0,1.0,0.0083535080775618,0,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
11,11010,3,0.2000000029802322,-0.2056680917739868,0.0525877028703689,0.0102883391082286,64.0,32.0,0.5,0.0062389285303652,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
12,110,2,0.2000000029802322,-1.1264276504516602,1.5653443336486816,0.2965050935745239,128.0,64.0,0.5,0.0291245728731155,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
13,10110,3,0.2000000029802322,-1.039332151412964,1.362952470779419,0.2827411890029907,128.0,96.0,0.25,0.0284640360623598,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
14,1110,3,0.2000000029802322,-0.1089177578687667,0.0273215100169181,0.0154584320262074,96.0,64.0,0.3333333432674408,0.0074217380024492,32,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
15,11110,4,0.4000000059604645,-0.0370901972055435,0.0038355235010385,0.0024598408490419,64.0,32.0,0.5,0.0061233420856297,0,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
16,1,1,0.4000000059604645,-1.5391011238098145,3.099452495574951,0.7306201457977295,256.0,224.0,0.3636363744735718,0.0892969444394111,128,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
17,10001,2,0.2000000029802322,-1.3495004177093506,2.29763412475586,0.4764827489852905,256.0,224.0,0.3000000119209289,0.0366527810692787,96,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
18,1001,2,0.2000000029802322,-0.3901879787445068,0.1833477318286895,0.0311010777950286,64.0,32.0,0.5,0.0101087242364883,0,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
19,11001,3,0.2000000029802322,-0.2686418890953064,0.0846697986125946,0.012501336634159,32.0,0.0,1.0,0.0067749479785561,0,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
20,101,2,0.2000000029802322,-1.2235379219055176,1.9539580345153809,0.4569129943847656,256.0,224.0,0.2222222238779068,0.0359129533171653,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
21,10101,3,0.2000000029802322,-1.043204426765442,1.4383370876312256,0.3500616550445556,256.0,192.0,0.25,0.0315592102706432,64,0.0,109,3,4,shapley-20260606T020704Z-bddaf417,shapley,baseline
