epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1259289999998145,,1024,32,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
69,69,B,1,0.0446478000012575,,1600,50,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
89,89,B,2,0.0401984000000084,,1600,50,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
109,109,B,3,0.0532092000012198,,1600,50,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
129,129,B,4,0.0455601000012393,,1600,50,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
169,169,B,5,0.0450013000008766,,1600,50,baseline,shapley-20260606T020704Z-bddaf417,shapley,baseline
49,49,B,0,0.1295367000002443,,1024,32,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
69,69,B,1,0.0564747999997052,,1600,50,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
89,89,B,2,0.0446248999996896,,1600,50,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
109,109,B,3,0.048290700000507,,1600,50,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
129,129,B,4,0.05087260000073,,1600,50,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
169,169,B,5,0.048252800001137,,1600,50,marginal,shapley-20260606T020728Z-51c77b6b,shapley,marginal
49,49,B,0,0.1447377000004053,,1024,32,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
69,69,B,1,0.0840783999992709,,1600,50,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
89,89,B,2,0.0832985000015469,,1600,50,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
109,109,B,3,0.0719322000004467,,1600,50,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
129,129,B,4,0.0741937999991932,,1600,50,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
169,169,B,5,0.0814286999993783,,1600,50,conditional,shapley-20260606T020753Z-79ee3de4,shapley,conditional
