epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.1316897999968205,,1024,32,marginal
69,69,B,1,0.054417400002421346,,1600,50,marginal
89,89,B,2,0.04780400000163354,,1600,50,marginal
109,109,B,3,0.05189719999907538,,1600,50,marginal
129,129,B,4,0.05134059999909368,,1600,50,marginal
169,169,B,5,0.051371300000027986,,1600,50,marginal
