run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T015556Z-d9eba933,baseline,1,0.10481914586125636,0.3083944320678711,32.0
shapley-20260606T015556Z-d9eba933,baseline,2,0.12433464893547348,0.3607426881790161,79.0
shapley-20260606T015556Z-d9eba933,baseline,3,0.15353854088607474,0.4787521362304687,115.0
shapley-20260606T015556Z-d9eba933,baseline,4,0.23056031796295426,0.899033784866333,139.0
shapley-20260606T015556Z-d9eba933,baseline,5,0.28365439404296916,1.1486456394195557,158.0
shapley-20260606T015556Z-d9eba933,baseline,6,0.32696147777824075,1.3236231803894043,167.95997023582458
shapley-20260606T015621Z-0766f22f,marginal,1,0.17822350293863562,0.5623588562011719,32.0
shapley-20260606T015621Z-0766f22f,marginal,2,0.17457780847325918,0.4657669067382812,79.0
shapley-20260606T015621Z-0766f22f,marginal,3,0.20192554657114667,0.4714078903198242,118.0
shapley-20260606T015621Z-0766f22f,marginal,4,0.25387581059476355,0.5618460178375244,148.0
shapley-20260606T015621Z-0766f22f,marginal,5,0.3138074683374725,0.8009569644927979,167.0
shapley-20260606T015621Z-0766f22f,marginal,6,0.3597427876084111,1.00885009765625,175.8304569721222
shapley-20260606T015646Z-d1cbe157,conditional,1,0.0922402494034031,0.2545906901359558,32.0
shapley-20260606T015646Z-d1cbe157,conditional,2,0.09358101778343547,0.2545906901359558,82.0
shapley-20260606T015646Z-d1cbe157,conditional,3,0.09846878547250522,0.2634485960006714,114.0
shapley-20260606T015646Z-d1cbe157,conditional,4,0.11156889808989941,0.3264930844306946,144.0
shapley-20260606T015646Z-d1cbe157,conditional,5,0.11360945033084131,0.3160772919654846,165.0
shapley-20260606T015646Z-d1cbe157,conditional,6,0.12243094591394761,0.406154990196228,186.74303770065308
