epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1321017000009305,,1024,32,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
69,69,B,1,0.0425688999985141,,1600,50,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
89,89,B,2,0.0494039000004704,,1600,50,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
109,109,B,3,0.0516244999998889,,1600,50,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
129,129,B,4,0.0573215999993408,,1600,50,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
169,169,B,5,0.0433071000006748,,1600,50,baseline,shapley-20260606T015556Z-d9eba933,shapley,baseline
49,49,B,0,0.1333970000014233,,1024,32,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
69,69,B,1,0.0576129000000946,,1600,50,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
89,89,B,2,0.0514468000001215,,1600,50,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
109,109,B,3,0.0526888999993389,,1600,50,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
129,129,B,4,0.0474472000005334,,1600,50,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
169,169,B,5,0.0490565999989485,,1600,50,marginal,shapley-20260606T015621Z-0766f22f,shapley,marginal
49,49,B,0,0.1495642999998381,,1024,32,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
69,69,B,1,0.0878491999992547,,1600,50,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
89,89,B,2,0.0784536999999545,,1600,50,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
109,109,B,3,0.0794633000004978,,1600,50,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
129,129,B,4,0.0836725999997725,,1600,50,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
169,169,B,5,0.0840708999985508,,1600,50,conditional,shapley-20260606T015646Z-d1cbe157,shapley,conditional
