epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.13303089999681106,,1024,32,baseline
69,69,B,1,0.058281500001612585,,1600,50,baseline
89,89,B,2,0.04831879999983357,,1600,50,baseline
109,109,B,3,0.04217659999994794,,1600,50,baseline
129,129,B,4,0.041282499998487765,,1600,50,baseline
169,169,B,5,0.05013899999903515,,1600,50,baseline
