epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy
49,0,1,fou,76,0.08368109911680222,0.07965894043445587,positive_share
49,0,1,fac,216,0.5405199527740479,0.5145396590232849,positive_share
49,0,1,kar,64,0.23161877691745758,0.22048594057559967,positive_share
49,0,1,zer,47,0.1742410957813263,0.16586613655090332,positive_share
49,0,1,mor,6,0.020431416109204292,0.019449373707175255,positive_share
69,1,2,fou,76,0.07281359285116196,0.07972493022680283,positive_share
69,1,2,fac,216,0.5040294528007507,0.5518710017204285,positive_share
69,1,2,kar,64,0.20514050126075745,0.2246120721101761,positive_share
69,1,2,zer,47,0.13132672011852264,0.1437920182943344,positive_share
69,1,2,mor,6,-0.012371023185551167,0.0,positive_share
89,2,3,fou,76,0.05579182878136635,0.06317166984081268,positive_share
89,2,3,fac,216,0.5009196996688843,0.5671786665916443,positive_share
89,2,3,kar,64,0.1877562701702118,0.21259164810180664,positive_share
89,2,3,zer,47,0.13204599916934967,0.14951233565807343,positive_share
89,2,3,mor,6,0.00666425283998251,0.007545764092355967,positive_share
109,3,4,fou,76,0.04618760943412781,0.0548810251057148,positive_share
109,3,4,fac,216,0.5001031160354614,0.5942323803901672,positive_share
109,3,4,kar,64,0.17494916915893555,0.20787803828716278,positive_share
109,3,4,zer,47,0.1174701452255249,0.13958033919334412,positive_share
109,3,4,mor,6,0.0028852135874330997,0.0034282675478607416,positive_share
129,4,5,fou,76,0.03673785924911499,0.04661373049020767,positive_share
129,4,5,fac,216,0.4806152880191803,0.6098142862319946,positive_share
129,4,5,kar,64,0.1625228375196457,0.20621222257614136,positive_share
129,4,5,zer,47,0.10541170090436935,0.13374847173690796,positive_share
129,4,5,mor,6,0.002846157643944025,0.003611261723563075,positive_share
169,5,6,fou,76,0.04495937377214432,0.05592753738164902,positive_share
169,5,6,fac,216,0.4895852208137512,0.6090230345726013,positive_share
169,5,6,kar,64,0.1617337167263031,0.2011898159980774,positive_share
169,5,6,zer,47,0.10441078245639801,0.1298825442790985,positive_share
169,5,6,mor,6,0.0031971123535186052,0.003977071028202772,positive_share
