epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.15116239999770187,,1024,32,conditional
69,69,B,1,0.07656729999871459,,1600,50,conditional
89,89,B,2,0.07633209999767132,,1600,50,conditional
109,109,B,3,0.07921849999911501,,1600,50,conditional
129,129,B,4,0.07889639999848441,,1600,50,conditional
169,169,B,5,0.08973889999833773,,1600,50,conditional
