feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,0.0013555213809013367,0.04677871987223625,0.03556697070598602,-0.07060074806213379,-0.0005682185292243958,0.0817670002579689
fou_001,-0.0028274499345570803,0.06754577904939651,0.050696831196546555,-0.10763049125671387,-0.004753232002258301,0.10967423021793365
fou_002,-0.0015658109914511442,0.07576131820678711,0.05774252116680145,-0.11976093798875809,-0.004263103008270264,0.13483652472496033
fou_003,-0.003996784333139658,0.08569833636283875,0.06329712271690369,-0.1431671679019928,-0.0023509562015533447,0.13421624898910522
fou_004,0.004126150161027908,0.07569728046655655,0.057681817561388016,-0.11810406297445297,0.004336044192314148,0.12076692283153534
fou_005,-0.003059207694604993,0.05267062410712242,0.03890235349535942,-0.0846257358789444,-0.0019053108990192413,0.07586760073900223
fou_006,0.002918323501944542,0.06445260345935822,0.047734618186950684,-0.09779196232557297,0.0017388314008712769,0.10857374221086502
fou_007,0.01073977816849947,0.06959120184183121,0.053033363074064255,-0.0955984815955162,0.006136156618595123,0.14643840491771698
fou_008,-0.0014916891232132912,0.07795312255620956,0.059605661779642105,-0.1275888830423355,-0.0012869089841842651,0.12732690572738647
fou_009,-0.0018551344983279705,0.05555986985564232,0.043948616832494736,-0.09209755808115005,0.0004788041114807129,0.08061806857585907
fou_010,-0.0018365809228271246,0.06192076578736305,0.04801226779818535,-0.10610752552747726,-0.0008844658732414246,0.0982104167342186
fou_011,-0.0003125231305602938,0.057845234870910645,0.04660377651453018,-0.08958170562982559,-0.005120329558849335,0.09799414873123169
fou_012,0.0007242190768010914,0.06361734867095947,0.0507759153842926,-0.10978005826473236,0.0021902434527873993,0.10308809578418732
fou_013,0.0010179218370467424,0.06275331974029541,0.050069667398929596,-0.09732689708471298,2.707540988922119e-05,0.10179083049297333
fou_014,0.003680839901790023,0.05165597423911095,0.04040903225541115,-0.08368118852376938,0.0035551711916923523,0.08652300387620926
fou_015,-0.0025566064286977053,0.05020482838153839,0.038788050413131714,-0.08306907117366791,-0.0026590004563331604,0.08299089223146439
fou_016,-0.0035425282549113035,0.053521525114774704,0.04311123490333557,-0.09425521641969681,-0.001393679529428482,0.07598721981048584
fou_017,0.001329410937614739,0.05876097083091736,0.04568130895495415,-0.09518551081418991,0.0018589124083518982,0.09880401194095612
