run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T025857Z-f285ea38,baseline,1,0.14127141318022038,0.4298681020736694,32.0
shapley-20260606T025857Z-f285ea38,baseline,2,0.16934889204276257,0.5469210147857666,80.0
shapley-20260606T025857Z-f285ea38,baseline,3,0.19323891661042578,0.5834681987762451,112.0
shapley-20260606T025857Z-f285ea38,baseline,4,0.27845039897511015,1.0411148071289062,142.0
shapley-20260606T025857Z-f285ea38,baseline,5,0.3461253128480166,1.3159799575805664,165.0
shapley-20260606T025857Z-f285ea38,baseline,6,0.39306907547143055,1.6436166763305664,177.45839321613312
shapley-20260606T025932Z-da342579,conditional,1,0.10939154853076612,0.3221413493156433,32.0
shapley-20260606T025932Z-da342579,conditional,2,0.10939324193714124,0.2951662540435791,82.0
shapley-20260606T025932Z-da342579,conditional,3,0.11908462936662541,0.3053256273269653,128.0
shapley-20260606T025932Z-da342579,conditional,4,0.12177366398645968,0.3030390739440918,156.0
shapley-20260606T025932Z-da342579,conditional,5,0.12257932549073298,0.3250032067298889,176.0
shapley-20260606T025932Z-da342579,conditional,6,0.12947987168990943,0.342775285243988,191.7911674976349
