epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1410426999973424,,1024,32,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
69,69,B,1,0.0570487000004504,,1600,50,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
89,89,B,2,0.0452781000021786,,1600,50,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
109,109,B,3,0.0456377999980759,,1600,50,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
129,129,B,4,0.0585121000003709,,1600,50,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
169,169,B,5,0.0459517999988747,,1600,50,baseline,shapley-20260606T025857Z-f285ea38,shapley,baseline
49,49,B,0,0.1570853000011993,,1024,32,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
69,69,B,1,0.0805732000007992,,1600,50,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
89,89,B,2,0.0805251999991014,,1600,50,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
109,109,B,3,0.0731378999989829,,1600,50,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
129,129,B,4,0.0726866999975754,,1600,50,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
169,169,B,5,0.0800683999987086,,1600,50,conditional,shapley-20260606T025932Z-da342579,shapley,conditional
