run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T025810Z-0f0b9b33,baseline,none,0.29548133835196494,True,22,1.6564672000022256,0.2814107984304428
pix_only-20260606T025833Z-6129c687,pix_only,none,0.29548133835196494,True,17,1.3566532999902847,0.2694953680038452
shapley-20260606T025857Z-f285ea38,shapley,baseline,0.29548133835196494,True,24,1.7583671000102186,0.2796209007501602
shapley-20260606T025932Z-da342579,shapley,conditional,0.29548133835196494,True,24,1.7752477999929397,0.2814902514219284
