epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1357626000026357,,1024,32,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,69,B,1,0.0534582000000227,,1600,50,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,89,B,2,0.0443951000015658,,1600,50,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
109,109,B,3,0.0450764999986859,,1600,50,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
129,129,B,4,0.0458674000001337,,1600,50,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
169,169,B,5,0.0413776999994297,,1600,50,baseline,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
49,49,B,0,0.142102400001022,,1024,32,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
69,69,B,1,0.0512419000006048,,1600,50,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
89,89,B,2,0.0545798999992257,,1600,50,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
109,109,B,3,0.0531165000029432,,1600,50,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
129,129,B,4,0.0494441000009828,,1600,50,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
169,169,B,5,0.057378499997867,,1600,50,marginal,shapley-20260606T025237Z-748fdcf3,shapley,marginal
49,49,B,0,0.1506209999970451,,1024,32,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
69,69,B,1,0.0793736000014178,,1600,50,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
89,89,B,2,0.0745304999982181,,1600,50,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
109,109,B,3,0.0755635000023176,,1600,50,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
129,129,B,4,0.0717210000002523,,1600,50,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
169,169,B,5,0.0768052999992505,,1600,50,conditional,shapley-20260606T025301Z-ab5ccbde,shapley,conditional
