run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T025124Z-0023d2cf,baseline,none,0.300019571185112,True,26,1.906008500005555,0.2857329249382019
pix_only-20260606T025148Z-5cfa61d1,pix_only,none,0.300019571185112,True,15,1.207200599998032,0.2701444923877716
shapley-20260606T025212Z-c3a6ac22,shapley,baseline,0.300019571185112,True,23,1.6909457000037946,0.2839218527078628
shapley-20260606T025237Z-748fdcf3,shapley,marginal,0.300019571185112,True,20,1.4854422000098566,0.2808268070220947
shapley-20260606T025301Z-ab5ccbde,shapley,conditional,0.300019571185112,True,23,1.6502120000113791,0.2823350727558136
