epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy,run_id,training_type,shapley_tactic
49,0,1,fou,76,0.094572402536869,0.0699602141976356,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
49,0,1,fac,216,0.851086437702179,0.6295937299728394,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
49,0,1,kar,64,0.2136004418134689,0.1580115705728531,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
49,0,1,zer,47,0.1254749000072479,0.0928204283118248,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
49,0,1,mor,6,0.0670683905482292,0.0496140420436859,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,1,2,fou,76,0.1077366918325424,0.0758342519402504,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,1,2,fac,216,0.8847824335098267,0.6227851510047913,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,1,2,kar,64,0.1885713040828704,0.1327325254678726,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,1,2,zer,47,0.1461078971624374,0.102843165397644,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
69,1,2,mor,6,0.0934881269931793,0.065804898738861,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,2,3,fou,76,0.1089950501918792,0.0730061009526252,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,2,3,fac,216,0.9436054825782776,0.6320375204086304,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,2,3,kar,64,0.2007541805505752,0.1344673931598663,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,2,3,zer,47,0.1537503749132156,0.102983720600605,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
89,2,3,mor,6,0.0858529657125473,0.0575052760541439,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
109,3,4,fou,76,0.1394654810428619,0.0825869888067245,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
109,3,4,fac,216,1.0395296812057495,0.6155761480331421,positive_share,shapley-20260606T025212Z-c3a6ac22,shapley,baseline
