epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy
49,0,1,fou,76,0.16612668335437775,0.10481875389814377,positive_share
49,0,1,fac,216,0.9038218855857849,0.5702725052833557,positive_share
49,0,1,kar,64,0.22748824954032898,0.14353525638580322,positive_share
49,0,1,zer,47,0.1705799102783203,0.10762854665517807,positive_share
49,0,1,mor,6,0.11687786132097244,0.07374487817287445,positive_share
69,1,2,fou,76,0.14978325366973877,0.09579465538263321,positive_share
69,1,2,fac,216,0.928439199924469,0.5937880873680115,positive_share
69,1,2,kar,64,0.23121380805969238,0.14787399768829346,positive_share
69,1,2,zer,47,0.17274339497089386,0.11047893762588501,positive_share
69,1,2,mor,6,0.08140700310468674,0.05206426978111267,positive_share
89,2,3,fou,76,0.13821077346801758,0.08954188227653503,positive_share
89,2,3,fac,216,0.9239319562911987,0.598582923412323,positive_share
89,2,3,kar,64,0.23288533091545105,0.1508781909942627,positive_share
89,2,3,zer,47,0.15110141038894653,0.09789327532052994,positive_share
89,2,3,mor,6,0.09740254282951355,0.06310366839170456,positive_share
109,3,4,fou,76,0.12517276406288147,0.07405470311641693,positive_share
109,3,4,fac,216,0.9920932054519653,0.5869421362876892,positive_share
109,3,4,kar,64,0.25207599997520447,0.14913319051265717,positive_share
109,3,4,zer,47,0.1896815448999405,0.11221938580274582,positive_share
109,3,4,mor,6,0.13125079870224,0.07765059173107147,positive_share
129,4,5,fou,76,0.12294918298721313,0.07235561311244965,positive_share
129,4,5,fac,216,1.0410969257354736,0.6126856803894043,positive_share
129,4,5,kar,64,0.23880496621131897,0.14053675532341003,positive_share
129,4,5,zer,47,0.15613095462322235,0.091883085668087,positive_share
129,4,5,mor,6,0.14025303721427917,0.08253893256187439,positive_share
169,5,6,fou,76,0.10323718190193176,0.05640532448887825,positive_share
169,5,6,fac,216,1.101884126663208,0.6020324230194092,positive_share
169,5,6,kar,64,0.2560061812400818,0.13987316191196442,positive_share
169,5,6,zer,47,0.21436797082424164,0.11712344735860825,positive_share
169,5,6,mor,6,0.15477822721004486,0.08456561714410782,positive_share
