epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1432628000002296,,1024,32,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
69,69,B,1,0.0482383999988087,,1600,50,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
89,89,B,2,0.0425044000003254,,1600,50,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
109,109,B,3,0.0470358999991731,,1600,50,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
129,129,B,4,0.0392750999999407,,1600,50,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
169,169,B,5,0.0483199000009335,,1600,50,baseline,shapley-20260606T025643Z-bbcc3fa1,shapley,baseline
49,49,B,0,0.1267330000009678,,1024,32,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
69,69,B,1,0.0516334999992977,,1600,50,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
89,89,B,2,0.052176999997755,,1600,50,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
109,109,B,3,0.0490026999977999,,1600,50,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
129,129,B,4,0.051232699999673,,1600,50,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
169,169,B,5,0.0518132999968656,,1600,50,marginal,shapley-20260606T025707Z-28281be0,shapley,marginal
49,49,B,0,0.1535344000003533,,1024,32,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
69,69,B,1,0.0783594000022276,,1600,50,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
89,89,B,2,0.0769704000013007,,1600,50,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
109,109,B,3,0.0749371000019891,,1600,50,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
129,129,B,4,0.0840442000007897,,1600,50,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
169,169,B,5,0.0774725000010221,,1600,50,conditional,shapley-20260606T025731Z-f285c8e1,shapley,conditional
