epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1301836999991792,,1024,32,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
69,69,B,1,0.0483386000014434,,1600,50,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
89,89,B,2,0.0473075000008975,,1600,50,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
109,109,B,3,0.0509610000008251,,1600,50,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
129,129,B,4,0.0447381000012683,,1600,50,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
169,169,B,5,0.0413972999995166,,1600,50,baseline,shapley-20260606T023414Z-4c6a5561,shapley,baseline
49,49,B,0,0.1289847000007284,,1024,32,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
69,69,B,1,0.0506676000004517,,1600,50,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
89,89,B,2,0.0525826000011875,,1600,50,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
109,109,B,3,0.0507795000012265,,1600,50,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
129,129,B,4,0.049329099998431,,1600,50,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
169,169,B,5,0.0477093000008608,,1600,50,marginal,shapley-20260606T023438Z-75bc42d5,shapley,marginal
49,49,B,0,0.148082699997758,,1024,32,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
69,69,B,1,0.0857159999977739,,1600,50,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
89,89,B,2,0.0784954000009747,,1600,50,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
109,109,B,3,0.0777310000012221,,1600,50,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
129,129,B,4,0.0806345000019064,,1600,50,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
169,169,B,5,0.0774331000029633,,1600,50,conditional,shapley-20260606T023503Z-2cde927b,shapley,conditional
