run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T030746Z-9fe096d9,baseline,1,0.11029244842939075,0.3873004913330078,32.0
shapley-20260606T030746Z-9fe096d9,baseline,2,0.11782937390671573,0.3807990550994873,80.0
shapley-20260606T030746Z-9fe096d9,baseline,3,0.14712948908709217,0.4706518650054931,119.0
shapley-20260606T030746Z-9fe096d9,baseline,4,0.19957049919321432,0.6981222629547119,147.0
shapley-20260606T030746Z-9fe096d9,baseline,5,0.24662106412142745,1.0246951580047607,167.0
shapley-20260606T030746Z-9fe096d9,baseline,6,0.31875112231500674,1.47381591796875,176.4526400566101
shapley-20260606T030811Z-5c3af225,marginal,1,0.15903053031070155,0.4045372009277344,32.0
shapley-20260606T030811Z-5c3af225,marginal,2,0.19036182240233754,0.4875423908233642,82.0
shapley-20260606T030811Z-5c3af225,marginal,3,0.21121422012220134,0.5437475442886353,122.0
shapley-20260606T030811Z-5c3af225,marginal,4,0.272018668212695,0.7040560245513916,138.0
shapley-20260606T030811Z-5c3af225,marginal,5,0.3715010367159266,1.111180305480957,157.0
shapley-20260606T030811Z-5c3af225,marginal,6,0.4209541234013159,1.1123359203338623,169.11304211616516
shapley-20260606T030835Z-e6fc7b87,conditional,1,0.10495908424854855,0.40477454662323,32.0
shapley-20260606T030835Z-e6fc7b87,conditional,2,0.11169436056297849,0.3589343428611755,74.0
shapley-20260606T030835Z-e6fc7b87,conditional,3,0.11572131952925697,0.3494064807891845,104.0
shapley-20260606T030835Z-e6fc7b87,conditional,4,0.12675233885602205,0.3810418844223022,132.0
shapley-20260606T030835Z-e6fc7b87,conditional,5,0.13262382436732872,0.4186359047889709,150.0
shapley-20260606T030835Z-e6fc7b87,conditional,6,0.1370415570236218,0.3897661566734314,164.1576271057129
