epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1371213999991596,,1024,32,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
69,69,B,1,0.0527489999985846,,1600,50,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
89,89,B,2,0.0545344999991357,,1600,50,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
109,109,B,3,0.0449816000000282,,1600,50,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
129,129,B,4,0.0449979000004532,,1600,50,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
169,169,B,5,0.0523224999997182,,1600,50,baseline,shapley-20260606T030746Z-9fe096d9,shapley,baseline
49,49,B,0,0.1314927999992505,,1024,32,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
69,69,B,1,0.0556494000011298,,1600,50,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
89,89,B,2,0.0482429000003321,,1600,50,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
109,109,B,3,0.0441916999989189,,1600,50,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
129,129,B,4,0.0520295999995141,,1600,50,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
169,169,B,5,0.0506900000000314,,1600,50,marginal,shapley-20260606T030811Z-5c3af225,shapley,marginal
49,49,B,0,0.1477185000003373,,1024,32,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
69,69,B,1,0.0814608000000589,,1600,50,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
89,89,B,2,0.0726740999998583,,1600,50,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
109,109,B,3,0.0778279999976803,,1600,50,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
129,129,B,4,0.0740097000016248,,1600,50,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
169,169,B,5,0.0743290999998862,,1600,50,conditional,shapley-20260606T030835Z-e6fc7b87,shapley,conditional
