node_id,mask,coalition_size,c_value,mean,second_moment,variance,effective_count,effective_count_pre,blend_weight,probability,n_new,global_progress,epoch,cycle,sampling_phase
0,00000,0,1.0,-1.0653280019760132,1.4723056554794312,0.3373819589614868,32.0,0.0,1.0,0.21489740908145905,32,0.0,49,0,1
1,10000,1,0.4000000059604645,-0.8955783247947693,0.9836188554763794,0.18155831098556519,32.0,0.0,1.0,0.0637642964720726,32,0.0,49,0,1
2,01000,1,0.4000000059604645,-0.39437636733055115,0.1873144507408142,0.03178173303604126,32.0,0.0,1.0,0.02725991979241371,32,0.0,49,0,1
3,11000,2,0.20000000298023224,-0.2958686947822571,0.10927935689687729,0.021741069853305817,32.0,0.0,1.0,0.011859632097184658,32,0.0,49,0,1
4,00100,1,0.4000000059604645,-0.7234151363372803,0.6423991322517395,0.11906969547271729,32.0,0.0,1.0,0.051828257739543915,32,0.0,49,0,1
5,10100,2,0.20000000298023224,-0.7340248823165894,0.6800735592842102,0.14128100872039795,32.0,0.0,1.0,0.028683213517069817,32,0.0,49,0,1
6,01100,2,0.20000000298023224,-0.17645610868930817,0.04824249446392059,0.01710573583841324,32.0,0.0,1.0,0.010632643476128578,32,0.0,49,0,1
7,11100,3,0.20000000298023224,-0.12393814325332642,0.02287660911679268,0.0075159454718232155,32.0,0.0,1.0,0.007385081145912409,32,0.0,49,0,1
8,00010,1,0.4000000059604645,-0.8897095918655396,0.9803298115730286,0.1887466311454773,32.0,0.0,1.0,0.06499473005533218,32,0.0,49,0,1
9,10010,2,0.20000000298023224,-0.8063223958015442,0.7916809320449829,0.14152514934539795,32.0,0.0,1.0,0.028707122430205345,32,0.0,49,0,1
10,01010,2,0.20000000298023224,-0.24189233779907227,0.07316732406616211,0.014655422419309616,32.0,0.0,1.0,0.009916076436638832,32,0.0,49,0,1
11,11010,3,0.20000000298023224,-0.21329256892204285,0.060274772346019745,0.014781054109334946,32.0,0.0,1.0,0.009954211302101612,32,0.0,49,0,1
12,00110,2,0.20000000298023224,-0.692848801612854,0.5863785147666931,0.10633906722068787,32.0,0.0,1.0,0.02501712553203106,32,0.0,49,0,1
13,10110,3,0.20000000298023224,-0.6419217586517334,0.4858819544315338,0.07381841540336609,32.0,0.0,1.0,0.02101045474410057,32,0.0,49,0,1
14,01110,3,0.20000000298023224,-0.07588870823383331,0.011883264407515526,0.0061241681687533855,32.0,0.0,1.0,0.006763657089322805,32,0.0,49,0,1
15,11110,4,0.4000000059604645,-0.015766184777021408,0.0016041698399931192,0.0013555972836911678,32.0,0.0,1.0,0.006423379294574261,32,0.0,49,0,1
16,00001,1,0.4000000059604645,-0.9068957567214966,1.0176187753677368,0.19515883922576904,32.0,0.0,1.0,0.06607268750667572,32,0.0,49,0,1
17,10001,2,0.20000000298023224,-0.9134373068809509,1.0538440942764282,0.21947640180587769,32.0,0.0,1.0,0.03550392761826515,32,0.0,49,0,1
18,01001,2,0.20000000298023224,-0.39575323462486267,0.2098546326160431,0.05323401093482971,32.0,0.0,1.0,0.01799296773970127,32,0.0,49,0,1
19,11001,3,0.20000000298023224,-0.2848317325115204,0.12403672933578491,0.04290761053562164,32.0,0.0,1.0,0.01625603809952736,32,0.0,49,0,1
20,00101,2,0.20000000298023224,-0.7167274951934814,0.67457115650177,0.16087287664413452,32.0,0.0,1.0,0.030540375038981438,32,0.0,49,0,1
21,10101,3,0.20000000298023224,-0.8659493923187256,0.9571466445922852,0.207278311252594,32.0,0.0,1.0,0.03453138843178749,32,0.0,49,0,1
22,01101,3,0.20000000298023224,-0.1361030638217926,0.02763941138982773,0.009115368127822876,32.0,0.0,1.0,0.008031723089516163,32,0.0,49,0,1
23,11101,4,0.4000000059604645,-0.09252023696899414,0.016485031694173813,0.007925037294626236,32.0,0.0,1.0,0.014113097451627254,32,0.0,49,0,1
24,00011,2,0.20000000298023224,-0.8514190316200256,0.9029794335365295,0.17806506156921387,32.0,0.0,1.0,0.032078780233860016,32,0.0,49,0,1
25,10011,3,0.20000000298023224,-0.7345613241195679,0.7012811899185181,0.16170084476470947,32.0,0.0,1.0,0.03061629831790924,32,0.0,49,0,1
26,01011,3,0.20000000298023224,-0.2744010090827942,0.08967135101556778,0.014375440776348114,32.0,0.0,1.0,0.00983049813657999,32,0.0,49,0,1
27,11011,4,0.4000000059604645,-0.1727227121591568,0.03475802019238472,0.00492488406598568,32.0,0.0,1.0,0.011337192729115486,32,0.0,49,0,1
28,00111,3,0.20000000298023224,-0.6691032648086548,0.6505134701728821,0.2028142809867859,32.0,0.0,1.0,0.03416834771633148,32,0.0,49,0,1
29,10111,4,0.4000000059604645,-0.5307059288024902,0.43191176652908325,0.1502629816532135,32.0,0.0,1.0,0.058099281042814255,32,0.0,49,0,1
30,01111,4,0.4000000059604645,-0.08528122305870056,0.011636283248662949,0.00436339620500803,32.0,0.0,1.0,0.010730091482400894,32,0.0,49,0,1
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974513,32,0.0,49,0,1
0,00000,0,1.0,-0.9482983946800232,1.207919716835022,0.3086498975753784,256.0,32.0,0.9333333373069763,0.2052772045135498,448,0.0,69,1,2
1,10000,1,0.4000000059604645,-0.903992772102356,1.0792014598846436,0.2619985342025757,64.0,32.0,0.5,0.07628289610147476,32,0.0,69,1,2
2,01000,1,0.4000000059604645,-0.39437636733055115,0.1873144507408142,0.03178173303604126,32.0,0.0,1.0,0.02722017839550972,0,0.0,69,1,2
3,11000,2,0.20000000298023224,-0.2958686947822571,0.10927935689687729,0.021741069853305817,32.0,0.0,1.0,0.011843197047710419,0,0.0,69,1,2
4,00100,1,0.4000000059604645,-0.7234151363372803,0.6423991322517395,0.11906969547271729,32.0,0.0,1.0,0.051751334220170975,0,0.0,69,1,2
5,10100,2,0.20000000298023224,-0.7685986161231995,0.7155873775482178,0.1248435378074646,64.0,32.0,0.5,0.026983633637428284,32,0.0,69,1,2
6,01100,2,0.20000000298023224,-0.19128847122192383,0.05867848917841911,0.022087208926677704,96.0,32.0,0.6666666865348816,0.011929171159863472,64,0.0,69,1,2
7,11100,3,0.20000000298023224,-0.12393814325332642,0.02287660911679268,0.0075159454718232155,32.0,0.0,1.0,0.007375418208539486,0,0.0,69,1,2
8,00010,1,0.4000000059604645,-0.7839828133583069,0.7907673120498657,0.1761382818222046,224.0,32.0,0.8571428656578064,0.06272679567337036,192,0.0,69,1,2
9,10010,2,0.20000000298023224,-0.7778034806251526,0.7694077491760254,0.16442948579788208,160.0,32.0,0.800000011920929,0.030819937586784363,128,0.0,69,1,2
10,01010,2,0.20000000298023224,-0.24189233779907227,0.07316732406616211,0.014655422419309616,32.0,0.0,1.0,0.009902582503855228,0,0.0,69,1,2
11,11010,3,0.20000000298023224,-0.18806171417236328,0.04662058502435684,0.011253375560045242,64.0,32.0,0.5,0.008801142685115337,32,0.0,69,1,2
12,00110,2,0.20000000298023224,-0.6307969093322754,0.5050234794616699,0.10711872577667236,128.0,32.0,0.75,0.025068528950214386,96,0.0,69,1,2
13,10110,3,0.20000000298023224,-0.6040191650390625,0.46659618616104126,0.10175701975822449,64.0,32.0,0.5,0.02445843257009983,32,0.0,69,1,2
14,01110,3,0.20000000298023224,-0.07494306564331055,0.012227327562868595,0.00661086430773139,64.0,32.0,0.5,0.006979240570217371,32,0.0,69,1,2
15,11110,4,0.4000000059604645,-0.015766184777021408,0.0016041698399931192,0.0013555972836911678,32.0,0.0,1.0,0.0064151715487241745,0,0.0,69,1,2
16,00001,1,0.4000000059604645,-0.8638057112693787,0.9314892888069153,0.18532896041870117,64.0,32.0,0.5,0.06431674212217331,32,0.0,69,1,2
17,10001,2,0.20000000298023224,-0.8645459413528442,1.013721227645874,0.2662815451622009,128.0,32.0,0.75,0.03894786909222603,96,0.0,69,1,2
18,01001,2,0.20000000298023224,-0.39575323462486267,0.2098546326160431,0.05323401093482971,32.0,0.0,1.0,0.01796725019812584,0,0.0,69,1,2
19,11001,3,0.20000000298023224,-0.3061242997646332,0.1318676918745041,0.038155607879161835,64.0,32.0,0.5,0.015364683233201504,32,0.0,69,1,2
20,00101,2,0.20000000298023224,-0.747093677520752,0.7805637717247009,0.2224147915840149,64.0,32.0,0.5,0.03568156436085701,32,0.0,69,1,2
21,10101,3,0.20000000298023224,-0.7875543832778931,0.8481130003929138,0.2278711199760437,64.0,32.0,0.5,0.03610439598560333,32,0.0,69,1,2
22,01101,3,0.20000000298023224,-0.1361030638217926,0.02763941138982773,0.009115368127822876,32.0,0.0,1.0,0.008021080866456032,0,0.0,69,1,2
23,11101,4,0.4000000059604645,-0.09697020053863525,0.01649017259478569,0.0070869531482458115,64.0,32.0,0.5,0.01338159665465355,32,0.0,69,1,2
24,00011,2,0.20000000298023224,-0.7480008602142334,0.7313675880432129,0.17186230421066284,96.0,32.0,0.6666666865348816,0.03148647025227547,64,0.0,69,1,2
25,10011,3,0.20000000298023224,-0.697332501411438,0.6445276737213135,0.15825507044792175,64.0,32.0,0.5,0.030254701152443886,32,0.0,69,1,2
26,01011,3,0.20000000298023224,-0.24935856461524963,0.07831285893917084,0.01613316684961319,64.0,32.0,0.5,0.01034064032137394,32,0.0,69,1,2
27,11011,4,0.4000000059604645,-0.1727227121591568,0.03475802019238472,0.00492488406598568,32.0,0.0,1.0,0.01132154744118452,0,0.0,69,1,2
28,00111,3,0.20000000298023224,-0.6691032648086548,0.6505134701728821,0.2028142809867859,32.0,0.0,1.0,0.034118153154850006,0,0.0,69,1,2
29,10111,4,0.4000000059604645,-0.5289479494094849,0.37821394205093384,0.09842801094055176,160.0,32.0,0.800000011920929,0.04714303836226463,128,0.0,69,1,2
30,01111,4,0.4000000059604645,-0.08528122305870056,0.011636283248662949,0.00436339620500803,32.0,0.0,1.0,0.010715365409851074,0,0.0,69,1,2
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974513,0,0.0,69,1,2
0,00000,0,1.0,-0.898219108581543,1.08833909034729,0.28154152631759644,256.0,256.0,0.5,0.1894712746143341,256,0.0,89,2,3
1,10000,1,0.4000000059604645,-0.7893449068069458,0.8487315773963928,0.22566622495651245,192.0,64.0,0.6666666865348816,0.06849431991577148,128,0.0,89,2,3
2,01000,1,0.4000000059604645,-0.39437636733055115,0.1873144507408142,0.03178173303604126,32.0,0.0,1.0,0.026329273357987404,0,0.0,89,2,3
3,11000,2,0.20000000298023224,-0.31285613775253296,0.14272090792655945,0.0448419451713562,96.0,32.0,0.6666666865348816,0.01604340597987175,64,0.0,89,2,3
4,00100,1,0.4000000059604645,-0.7070269584655762,0.7205978035926819,0.22071069478988647,128.0,32.0,0.75,0.06774912774562836,96,0.0,89,2,3
5,10100,2,0.20000000298023224,-0.7127939462661743,0.6554678678512573,0.1473926305770874,96.0,64.0,0.3333333432674408,0.028273561969399452,32,0.0,89,2,3
6,01100,2,0.20000000298023224,-0.19128847122192383,0.05867848917841911,0.022087208926677704,96.0,32.0,0.6666666865348816,0.011557822115719318,0,0.0,89,2,3
7,11100,3,0.20000000298023224,-0.12393814325332642,0.02287660911679268,0.0075159454718232155,32.0,0.0,1.0,0.0071587953716516495,0,0.0,89,2,3
8,00010,1,0.4000000059604645,-0.7688029408454895,0.7856993675231934,0.19464141130447388,256.0,224.0,0.3636363744735718,0.06368325650691986,128,0.0,89,2,3
9,10010,2,0.20000000298023224,-0.7605597972869873,0.7442803382873535,0.1658291220664978,224.0,160.0,0.2857142984867096,0.029929064214229584,64,0.0,89,2,3
10,01010,2,0.20000000298023224,-0.24189233779907227,0.07316732406616211,0.014655422419309616,32.0,0.0,1.0,0.00960009265691042,0,0.0,89,2,3
11,11010,3,0.20000000298023224,-0.17438121140003204,0.04023399204015732,0.009825184941291809,96.0,64.0,0.3333333432674408,0.008041647262871265,32,0.0,89,2,3
12,00110,2,0.20000000298023224,-0.6411167979240417,0.5516494512557983,0.1406187117099762,160.0,128.0,0.20000000298023224,0.027639465406537056,32,0.0,89,2,3
13,10110,3,0.20000000298023224,-0.5314208269119263,0.3936174511909485,0.11120936274528503,160.0,64.0,0.6000000238418579,0.024690521880984306,96,0.0,89,2,3
14,01110,3,0.20000000298023224,-0.07494306564331055,0.012227327562868595,0.00661086430773139,64.0,32.0,0.5,0.006776078604161739,0,0.0,89,2,3
15,11110,4,0.4000000059604645,-0.014128396287560463,0.002158075338229537,0.0019584638066589832,64.0,32.0,0.5,0.007287698797881603,32,0.0,89,2,3
16,00001,1,0.4000000059604645,-0.8595708608627319,1.0141148567199707,0.2752528190612793,256.0,64.0,0.75,0.07554180175065994,192,0.0,89,2,3
17,10001,2,0.20000000298023224,-0.8138793706893921,0.8941811323165894,0.2317814826965332,192.0,128.0,0.3333333432674408,0.03520135581493378,64,0.0,89,2,3
18,01001,2,0.20000000298023224,-0.39575323462486267,0.2098546326160431,0.05323401093482971,32.0,0.0,1.0,0.017390739172697067,0,0.0,89,2,3
19,11001,3,0.20000000298023224,-0.3061242997646332,0.1318676918745041,0.038155607879161835,64.0,32.0,0.5,0.01487660314887762,0,0.0,89,2,3
20,00101,2,0.20000000298023224,-0.674210250377655,0.6762863397598267,0.22172686457633972,160.0,64.0,0.6000000238418579,0.034451305866241455,96,0.0,89,2,3
21,10101,3,0.20000000298023224,-0.7121697664260864,0.697116494178772,0.1899307370185852,128.0,64.0,0.5,0.03196004405617714,64,0.0,89,2,3
