run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T015250Z-98adc4c5,baseline,none,0.2910397835075855,True,23,1.7692671000022528,0.2771807461977005
pix_only-20260606T015313Z-1cd29dfd,pix_only,none,0.2910397835075855,True,18,1.430462999998781,0.2680943608283996
shapley-20260606T015338Z-99ab152f,shapley,baseline,0.2910397835075855,True,27,2.0013971000025776,0.2809384316205978
shapley-20260606T015403Z-94f86f48,shapley,marginal,0.2910397835075855,True,26,1.9922413999993296,0.2785590887069702
shapley-20260606T015428Z-21fd01ff,shapley,conditional,0.2910397835075855,True,24,1.7725835000001098,0.2801336497068405
