epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.13029110000206856,,1024,32,baseline
69,69,B,1,0.048187399999733316,,1600,50,baseline
89,89,B,2,0.04316860000108136,,1600,50,baseline
109,109,B,3,0.05805469999904744,,1600,50,baseline
129,129,B,4,0.05784270000003744,,1600,50,baseline
169,169,B,5,0.04593910000039614,,1600,50,baseline
