epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12408570000116015,,1024,32,baseline
69,69,B,1,0.06913609999901382,,1600,50,baseline
89,89,B,2,0.0531068000018422,,1600,50,baseline
109,109,B,3,0.05594009999913396,,1600,50,baseline
129,129,B,4,0.04402990000016871,,1600,50,baseline
169,169,B,5,0.038398400000005495,,1600,50,baseline
