hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.3699998817173764e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.00031000002854852937,200
KLBetaSchedulerCallback.on_batch_begin,0.0031024999734654557,1400
KLBetaSchedulerCallback.on_batch_end,0.00316620001103729,1400
KLBetaSchedulerCallback.on_epoch_end,0.002657100008946145,200
KLBetaSchedulerCallback.on_train_end,1.6999983927235007e-06,1
