feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,-0.004792668856680393,0.09387420862913132,0.07956188917160034,-0.15825867652893066,0.010115198791027069,0.14062781631946564
fou_001,-0.012291274033486843,0.15985070168972015,0.13760976493358612,-0.2522335350513458,-0.03515350818634033,0.2470124065876007
fou_002,-0.010401822626590729,0.13084499537944794,0.11186666786670685,-0.2057766169309616,-0.026562996208667755,0.1916477233171463
fou_003,-0.013607257977128029,0.11998630315065384,0.08994834125041962,-0.2184075117111206,0.0036663711071014404,0.15417081117630005
fou_004,-0.010349223390221596,0.1675436645746231,0.13886642456054688,-0.2977811098098755,0.02008410543203354,0.22327165305614471
fou_005,-0.022944118827581406,0.09806271642446518,0.07899593561887741,-0.2019539773464203,-0.01573517918586731,0.12416371703147888
fou_006,-0.01582920551300049,0.15478183329105377,0.11967997252941132,-0.3259121775627136,-0.02076709270477295,0.24090859293937683
fou_007,-0.04151872172951698,0.12135633081197739,0.11018902063369751,-0.2241513729095459,-0.045853883028030396,0.14451371133327484
fou_008,-0.0038783899508416653,0.12180935591459274,0.09645850956439972,-0.24445867538452148,0.006400629878044128,0.1923576146364212
fou_009,-0.001783672720193863,0.08681614696979523,0.07013335078954697,-0.172782301902771,0.014243189245462418,0.11370828747749329
fou_010,-0.0009270590380765498,0.08568454533815384,0.07055014371871948,-0.14755025506019592,0.0041384026408195496,0.1267642229795456
fou_011,0.021623188629746437,0.07987765222787857,0.06720753759145737,-0.11278215050697327,0.01977410912513733,0.14070908725261688
fou_012,0.007980981841683388,0.09894631057977676,0.08340566605329514,-0.16035477817058563,0.01836194097995758,0.15335065126419067
fou_013,0.01128149963915348,0.10987721383571625,0.09079263359308243,-0.19635003805160522,0.03472684323787689,0.15746693313121796
fou_014,0.006430838257074356,0.06597282737493515,0.055373415350914,-0.1062811091542244,0.011159047484397888,0.1066281795501709
fou_015,0.0044495402835309505,0.06383594870567322,0.05179955065250397,-0.09979916363954544,0.003548581153154373,0.10036919265985489
fou_016,-0.010441899299621582,0.06516234576702118,0.052213460206985474,-0.12911109626293182,-0.006642255932092667,0.08292701840400696
fou_017,0.004022631328552961,0.08535384386777878,0.0713205337524414,-0.1610415279865265,0.02692282944917679,0.11234135180711746
fou_018,0.0036401203833520412,0.06125577539205551,0.04910343140363693,-0.10516004264354706,0.006383784115314484,0.09467542171478271
fou_019,-0.010350904427468777,0.053916145116090775,0.043489981442689896,-0.10321569442749023,-0.007513087242841721,0.0707705095410347
fou_020,0.009733149781823158,0.05265859141945839,0.04368673637509346,-0.08335541188716888,0.015405815094709396,0.09360371530056
fou_021,0.012250139378011227,0.05714615806937218,0.047771960496902466,-0.08288309723138809,0.016537316143512726,0.10307545214891434
fou_022,0.016822608187794685,0.05562405288219452,0.04837209731340408,-0.09147071093320847,0.025710951536893845,0.09313219785690308
fou_023,0.002624603221192956,0.06440284103155136,0.05256231129169464,-0.11514346301555634,0.011800125241279602,0.08946283906698227
fou_024,-0.0011740043992176652,0.05092470347881317,0.04094691202044487,-0.08933931589126587,-0.0012797527015209198,0.07695896178483963
fou_025,-0.007197382394224405,0.04942566901445389,0.03699122741818428,-0.09726351499557495,-0.0026981905102729797,0.06444818526506424
fou_026,-0.002415112918242812,0.04993871971964836,0.039741769433021545,-0.09144967049360275,0.0007866770029067993,0.06797069311141968
fou_027,0.005942480638623238,0.05236804485321045,0.041703853756189346,-0.0944715142250061,0.009640354663133621,0.08380171656608582
fou_028,-0.0032466682605445385,0.05444230139255524,0.04231542721390724,-0.10450313240289688,0.005298212170600891,0.0705074667930603
fou_029,0.0031443678308278322,0.04755048081278801,0.03858837112784386,-0.07595708221197128,0.008822452276945114,0.07688512653112411
fou_030,-0.011626088991761208,0.04392334446310997,0.035857755690813065,-0.08269944041967392,-0.009839534759521484,0.05596628785133362
fou_031,0.00047349973465316,0.04559880867600441,0.036228179931640625,-0.08095959573984146,0.0031829066574573517,0.06778378039598465
fou_032,-0.00232032616622746,0.047239623963832855,0.03542540967464447,-0.0896475613117218,0.001576647162437439,0.06244593858718872
fou_033,-0.004086606204509735,0.04537098482251167,0.03585292398929596,-0.08915050327777863,0.003271527588367462,0.058174196630716324
fou_034,0.0026183866430073977,0.04116441309452057,0.033490315079689026,-0.07017393410205841,0.005407609045505524,0.06527997553348541
fou_035,-0.007330803666263819,0.04318230599164963,0.034095969051122665,-0.0846492275595665,-0.0021797791123390198,0.05733778700232506
fou_036,0.0029073695186525583,0.04197993129491806,0.03427493944764137,-0.06881304085254669,0.00528557226061821,0.06513376533985138
fou_037,0.0066797672770917416,0.04087041690945625,0.03257233649492264,-0.07439183443784714,0.011549193412065506,0.059977661818265915
fou_038,-0.014636828564107418,0.04305276647210121,0.034171391278505325,-0.09718862175941467,-0.0062455106526613235,0.04532352462410927
fou_039,0.0003387161414138973,0.042579732835292816,0.034681543707847595,-0.07624739408493042,0.002890337258577347,0.0658804252743721
fou_040,0.0016795885749161243,0.040987756103277206,0.03334623575210571,-0.06732652336359024,0.006418369710445404,0.05925463140010834
fou_041,0.003869798732921481,0.03781919926404953,0.030388183891773224,-0.0659940242767334,0.010181143879890442,0.060901250690221786
fou_042,-0.0023858859203755856,0.039864569902420044,0.0315500944852829,-0.07341416925191879,0.0012262631207704544,0.05474082753062248
fou_043,0.0007378734881058335,0.042421918362379074,0.033612221479415894,-0.08023441582918167,0.006695631891489029,0.06075115501880646
fou_044,-0.007441195193678141,0.04365937039256096,0.03634233400225639,-0.08129332214593887,-0.003297615796327591,0.05901814252138138
fou_045,0.004688388668000698,0.038743458688259125,0.031122379004955292,-0.07053676247596741,0.009773317724466324,0.060201842337846756
fou_046,-0.0007453334401361644,0.03754359483718872,0.030638786032795906,-0.06225018948316574,0.0025095269083976746,0.05483633652329445
fou_047,0.001683396054431796,0.037415098398923874,0.029366474598646164,-0.06837555766105652,0.008405592292547226,0.05015037953853607
fou_048,-0.00014529295731335878,0.043648216873407364,0.036033615469932556,-0.07522079348564148,0.001026146113872528,0.06564119458198547
fou_049,-0.0030088447965681553,0.04088982939720154,0.032809771597385406,-0.08098875731229782,0.0013522394001483917,0.055987805128097534
fou_050,-0.0012735864147543907,0.043655913323163986,0.034888025373220444,-0.08438793569803238,0.005649063736200333,0.05733282491564751
fou_051,0.0005709768156521022,0.04388992860913277,0.03542840853333473,-0.07205217331647873,0.005800269544124603,0.05946069583296776
fou_052,-0.0021973622497171164,0.04127522185444832,0.03385021910071373,-0.07422589510679245,-2.5779008865356445e-05,0.06063447147607803
fou_053,-0.007830378599464893,0.049786247313022614,0.0391312874853611,-0.10398085415363312,-0.0012392885982990265,0.06438123434782028
fou_054,0.0032131834886968136,0.04638207331299782,0.03752557188272476,-0.08295941352844238,0.010101888328790665,0.07325789332389832
fou_055,-0.006528913509100676,0.04572553560137749,0.03604648634791374,-0.09152060747146606,-0.0015910044312477112,0.06155024468898773
fou_056,0.005808788351714611,0.052474942058324814,0.04367675632238388,-0.08707891404628754,0.012627389281988144,0.08564932644367218
fou_057,-0.0015974858542904258,0.05053023248910904,0.04039036110043526,-0.10113567858934402,0.004414327442646027,0.0690966546535492
fou_058,0.006190644111484289,0.04887981712818146,0.041091565042734146,-0.08150460571050644,0.012177042663097382,0.07641040533781052
fou_059,-0.020021675154566765,0.05393466353416443,0.04345822334289551,-0.12658129632472992,-0.011457616463303566,0.05242389068007469
fou_060,0.004637330304831266,0.06061901897192001,0.05086935684084892,-0.10173698514699936,0.005335327237844467,0.10113948583602905
fou_061,0.017897188663482666,0.05191680043935776,0.044492412358522415,-0.07386810332536697,0.015392869710922241,0.09534421563148499
fou_062,0.00333290989510715,0.06179353594779968,0.049722734838724136,-0.12369931489229202,0.009458087384700775,0.08627454936504364
fou_063,0.0008745381492190063,0.06078033149242401,0.05129740759730339,-0.10875925421714783,0.014231976121664047,0.08560739457607269
fou_064,0.005677327048033476,0.061619002372026443,0.05046061426401138,-0.10551077872514725,0.008821025490760803,0.1014610156416893
fou_065,-0.00754433823749423,0.06774426251649857,0.05342435464262962,-0.12707141041755676,-0.0004484541714191437,0.08955172449350357
fou_066,-0.011002779938280582,0.07217784970998764,0.060124799609184265,-0.13634908199310303,0.002325240522623062,0.08853905647993088
fou_067,-0.00865052081644535,0.07173441350460052,0.05558539927005768,-0.14496739208698273,-0.0012623555958271027,0.0987657979130745
fou_068,0.020618394017219543,0.09495920687913895,0.08090578019618988,-0.1531166285276413,0.02716755121946335,0.162324920296669
fou_069,0.0020078965462744236,0.08912047743797302,0.07441368699073792,-0.1384214460849762,0.005167856812477112,0.13719232380390167
fou_070,-0.006758836098015308,0.0896509513258934,0.07329928874969482,-0.16733793914318085,-0.0005984529852867126,0.11904451251029968
fou_071,-0.007238536607474089,0.09412198513746262,0.07664632797241211,-0.18891599774360657,0.00700514018535614,0.12742547690868378
fou_072,-0.028661321848630905,0.13026657700538635,0.11105458438396454,-0.2376374900341034,-0.029940515756607056,0.2001449316740036
fou_073,-0.05581868812441826,0.1425931453704834,0.12861661612987518,-0.2589990496635437,-0.04279923439025879,0.16051748394966125
fou_074,-0.008871342986822128,0.09331149607896805,0.07515792548656464,-0.19236129522323608,0.0024433061480522156,0.1163690984249115
fou_075,-0.018894348293542862,0.13299492001533508,0.11353911459445953,-0.22707334160804749,-0.001840248703956604,0.17276012897491455
fac_000,-9.018661499023438,91.27130126953125,74.1847152709961,-159.1158905029297,-3.0866165161132812,144.44927978515625
fac_001,-14.524720191955566,114.09458923339844,98.111328125,-169.30105590820312,-35.26634216308594,186.45162963867188
fac_002,8.9088716506958,155.67291259765625,128.83790588378906,-254.4525604248047,15.248046875,241.44146728515625
fac_003,14.194331169128418,108.33071899414062,91.51319122314453,-180.53762817382812,27.5579833984375,171.3695068359375
fac_004,-11.209096908569336,52.48997497558594,41.320411682128906,-107.01045989990234,-6.673492431640625,65.68376922607422
fac_005,-5.241838455200195,75.90807342529297,52.051212310791016,-175.5932159423828,4.172576904296875,108.66062927246094
fac_006,0.1829458475112915,11.535433769226074,9.769100189208984,-17.368247985839844,-0.30968666076660156,18.737436294555664
fac_007,0.6705955266952515,7.996937274932861,6.6194167137146,-13.001025199890137,1.4623050689697266,13.247966766357422
fac_008,-0.35711470246315,9.688543319702148,8.019603729248047,-18.079374313354492,0.23828697204589844,14.258895874023438
fac_009,-0.49894315004348755,4.3631415367126465,3.711854934692383,-7.40388822555542,-0.9270429611206055,6.496892929077148
fac_010,0.02941850572824478,4.095724582672119,3.351853609085083,-5.939248085021973,-0.5999197959899902,7.502864837646484
fac_011,-0.6096622347831726,3.992978096008301,3.3489410877227783,-6.783439636230469,-1.274651050567627,6.570600986480713
fac_012,-27.07388687133789,74.9967041015625,67.76880645751953,-138.3661346435547,-34.26465606689453,93.79817962646484
fac_013,-5.1294264793396,93.84129333496094,77.12020874023438,-156.4173583984375,-0.831207275390625,135.64634704589844
fac_014,21.49407196044922,101.6093521118164,83.24846649169922,-168.28953552246094,29.628692626953125,178.9346923828125
fac_015,1.1330437660217285,84.69490051269531,67.8111343383789,-158.73153686523438,16.542510986328125,114.31549072265625
fac_016,6.349038124084473,51.29547119140625,40.2259635925293,-70.67015075683594,4.2685546875,90.77711486816406
fac_017,-9.202794075012207,102.38688659667969,85.06945037841797,-130.91307067871094,-37.6192626953125,191.0593719482422
fac_018,-2.985469341278076,10.91738224029541,9.622841835021973,-20.192184448242188,-3.6190385818481445,14.043774604797363
fac_019,0.12261203676462173,7.450490474700928,6.0946855545043945,-12.180676460266113,0.1784658432006836,12.3321533203125
fac_020,-1.500217080116272,7.579879283905029,6.2159247398376465,-15.886877059936523,-0.7756919860839844,9.657206535339355
fac_021,-0.1835603564977646,4.45092248916626,3.485628128051758,-7.466151237487793,-0.6550965309143066,7.786014556884766
fac_022,-0.5076309442520142,3.8074989318847656,3.169384717941284,-6.558954238891602,-0.5836043357849121,5.991873741149902
fac_023,-0.6254165172576904,4.507157802581787,3.552476167678833,-8.95545768737793,0.3702225685119629,5.62531852722168
fac_024,-2.0788097381591797,62.113502502441406,49.061092376708984,-99.85182189941406,-4.795135498046875,99.98860168457031
fac_025,35.60423278808594,101.15576934814453,90.8329086303711,-137.0885772705078,48.125213623046875,196.42942810058594
fac_026,-3.5858325958251953,70.498779296875,55.37355422973633,-125.85098266601562,7.16851806640625,94.0205078125
fac_027,4.312463760375977,67.81708526611328,55.07502746582031,-116.27033233642578,16.982635498046875,95.39929962158203
