epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1331804999972519,,1024,32,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
69,69,B,1,0.0606414000030781,,1600,50,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
89,89,B,2,0.0457873999985167,,1600,50,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
109,109,B,3,0.0444223000013153,,1600,50,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
129,129,B,4,0.0464127999985066,,1600,50,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
169,169,B,5,0.0501285999998799,,1600,50,baseline,shapley-20260606T023158Z-e155daa6,shapley,baseline
49,49,B,0,0.1290174000023398,,1024,32,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
69,69,B,1,0.0547630000000936,,1600,50,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
89,89,B,2,0.0581553000010899,,1600,50,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
109,109,B,3,0.0470427000000199,,1600,50,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
129,129,B,4,0.0486373000021558,,1600,50,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
169,169,B,5,0.0544293999992078,,1600,50,marginal,shapley-20260606T023222Z-3b22ea00,shapley,marginal
49,49,B,0,0.1549104999976407,,1024,32,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
69,69,B,1,0.0851466999993135,,1600,50,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
89,89,B,2,0.0784941999991133,,1600,50,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
109,109,B,3,0.0814099000017449,,1600,50,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
129,129,B,4,0.0974686000008659,,1600,50,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
169,169,B,5,0.0863501999992877,,1600,50,conditional,shapley-20260606T023247Z-0c599270,shapley,conditional
